frequency_cm1,intensity
1.2365068895225366,0.0
1.938181539369451e-05,0.0
1.4576082212021967e-05,0.0
2.731904019190135e-05,0.0
0.4644220108921808,0.0
1.484319534700579,0.0
15.398557807316763,0.0006607219517168018
30.372388033213372,4.4235375963261546e-05
40.00278776863282,0.00426955448357941
48.859854813029315,0.0022583172540311005
57.21545404463402,0.00026841705559762645
65.3219712053454,0.0032946622599440895
72.06828217984817,0.00028740074902363234
103.8188320202244,0.00410123997965387
113.87403334476993,0.001650222009758009
116.59361770199746,0.002362347422950346
141.84831006473667,0.017675916517339473
201.78543485286363,2.0887966367961288e-05
319.17527175147006,0.028868743293336295
337.46536444680885,0.0011404345567049628
341.37213347350365,0.0012371091786812858
414.11956976312587,0.0774828713610172
426.8494278277158,0.05856235624711594
460.89162004984956,0.0006764065359287727
514.6444824573251,0.038436236605655656
596.041847925056,0.003015757015801783
598.3164812405772,0.004055623811259456
603.7846012571745,0.007647202140077664
705.5227017037613,0.0017068480167373049
718.4379267475491,0.0035812177899229767
720.6022225964135,0.0001539978093374096
724.459205751935,0.0018583401215000427
726.6776288616168,0.005810254571781185
729.8206332161662,0.0022227164401349827
796.3616361722229,0.10347664107829173
803.3959279057028,0.09942699667080401
804.7087676890135,0.019934137546873308
861.9641476493864,0.011842062590130948
890.5965819271378,0.1202806015720361
921.4041282986467,0.00762707115335419
922.5230718561643,0.004144057455313079
923.1604606323468,0.008349778890661635
923.5030689123272,0.007158003534083174
925.0622758678705,0.011133531521074928
925.2190601749124,0.014783093937566784
988.3576838201404,0.025484702012365603
1008.6348110083253,0.0027483107510020074
1012.9953936585028,0.05986294255046649
1035.0552415373859,0.0006961326669048602
1043.827625037326,8.551300062043107e-05
1047.3248717382398,0.01805511822411672
1086.1836955993665,0.0022316453862608523
1087.1011123103187,0.002741906491739355
1088.606853328181,0.0019578503702281968
1174.1385233886174,0.04693893265420944
1176.697535716721,0.01721348327491507
1181.21953528751,0.01928476663515941
1241.9218499074718,0.14059164411517291
1324.925437422025,0.10179709008861118
1333.2109637168946,0.0015366629298420888
1341.046775428585,0.0022946185179971513
1380.657679711705,0.08064073716328536
1400.4329142138924,0.0100081351416924
1515.9812515441283,0.01274646684295816
1525.4693231023418,0.0006959554095000772
1536.4816429094974,0.054575599593340705
1556.2862677931298,0.04635379428070196
1595.812436627548,0.2440788898519983
1596.2232861034527,0.0003834148327777117
1654.3111570235799,0.0009094844815763337
1667.7840561501446,0.151049545348489
1676.727088786093,0.3081861762169495
3193.9032301220454,0.10341663381738474
3265.234550601075,3.3720517655704363
3296.805328801742,0.0009384011003795629
3297.6148431511947,0.004176563044835511
3298.7760914354244,0.005833633975848716
3320.2298778683685,0.003620038816306199
3322.88716278986,0.00031741742041590886
3324.732880923543,0.003622826622836447
3828.4009851571964,0.057435671043364465
