frequency_cm1,intensity
1.2689120449818563,0.0
1.84599103473035e-05,0.0
1.505293430742445e-05,0.0
1.192086767013874e-05,0.0
0.9010690705015658,0.0
1.1833038130997968,0.0
23.132916065767965,0.00023063267112609817
33.50296184860613,0.00024011810235000108
36.733240623197446,0.000519394072100007
46.7619235107814,0.0008901502121993782
64.5549835069143,0.0006892099291244077
65.90227702145532,0.0010007269619704095
79.8803311778054,0.0005787414790480098
103.54122912722461,0.0007792669247025468
116.64354018925107,0.000720212869286143
136.53758974114322,0.0018485275365528976
154.49462815259773,0.0008627379663324287
178.3460889253528,0.0005574350771956109
214.6030848676927,0.0017237413782801878
222.88216513588952,0.003705637695357863
232.38119635095356,0.0013788079263228168
234.31219262250247,0.00027490485600240163
251.90939492970418,0.0008512044516504935
305.40239620094303,0.0009101213387950206
340.31422784558697,0.0005267965791924223
342.8916026963034,0.0021129254231702366
358.4566312745109,0.003709810648458757
364.2983392496556,0.0032883128194301408
369.11789650394957,0.009255609859189865
419.6843278758751,0.003560327902883832
440.5993572358916,0.0021190514163411667
442.6381647950903,0.00020756035116082256
447.51505363678274,0.00012181920386697146
449.5982378478471,0.003783764660916759
470.66194444112,0.00022962645873420253
472.1666865303272,0.0019670141683270047
521.2549693201008,0.001271320069698481
529.8282725250755,0.0022860553983263263
591.7127016423937,0.0008967764441629079
612.9096420619125,0.005688261317111657
667.4943561724264,0.00508437877932873
712.3457344870825,0.008796446148416416
726.3411480709855,0.0012099148818703364
761.383190316414,0.0676621708485149
798.7654523511494,0.0006139705671186114
801.4918791954474,0.0008014399625095519
811.413022318992,0.0014421034970211037
814.1702193384194,0.0022900991318229856
819.343353986053,0.012137623556444658
826.7712340585094,0.004572546385255803
855.2898719773812,0.012078778202347252
860.8824863670219,0.003682766043565984
868.5386886451283,0.0005954187261516748
878.955757101853,0.003651388374497467
907.2525217568171,0.004447882364715709
907.6607462657214,0.004544308232395727
917.215086089072,0.004439516461622745
919.1205288184283,0.002364861536462266
924.9635970079993,0.00016184838045506055
948.080418852526,0.0007394614023204357
949.3993576842686,0.0019864210186106156
976.0746190802562,0.017796137631587862
978.0695143447284,0.00666632541278159
1001.6390344089035,0.0010878295253500534
1034.0665285907994,0.0006707743493395308
1046.7986823099334,0.014334163130906097
1048.4422757112188,0.02528055341855232
1061.64273300053,0.015231455851133594
1064.0929132272602,0.03967074925133605
1072.4244254628368,0.000663317037016393
1072.9318206133432,9.139112261520712e-05
1078.7142568844768,0.04682001620517505
1095.7143376381061,0.001043177013403044
1095.924327052074,0.001084095606008671
1107.4376090475675,0.09731363579059775
1131.342355322043,0.002850504135889838
1132.5138410470122,0.004181013935648478
1164.091343060726,0.06966718998201302
1172.1502724367078,0.15258408203927895
1179.4350397370513,0.007524260142581914
1181.407503056526,0.013879536760069734
1185.621408610299,0.11485835653893672
1223.6653931977833,0.0016868878232086416
1224.0380108080367,0.002348519897625125
1275.0147851082982,0.0007668747998947143
1275.6846032113665,0.0019354631100718372
1282.7111950248252,0.005904974364884157
1284.3603998487283,0.01140476422008261
1292.1098406092333,0.07542268218834117
1293.1851768935996,0.04838307987926618
1296.25831848406,0.004141127913737165
1310.5896886747832,0.11077513737035322
1323.4293279580454,0.1299806943658449
1329.3625885444262,0.49223553046916096
1339.105853761802,0.024554735244338762
1340.1392745142043,0.024295573032823148
1353.2822233214695,0.02437276258269574
1355.945997022093,0.13261946363654417
1369.2695745372137,0.000919585419644189
1369.5209835278345,0.00010656692577466522
1386.1023675456465,0.0006406125971614274
1386.6939209554764,0.0017124722562291144
1387.228198086562,0.00472242914006673
1387.8429081034785,0.00216827045050629
1400.9617412034668,0.008134068769043547
1402.9834401702892,0.004256618819395701
1414.7989927818796,0.003346644121768177
1417.277185522611,0.0003383979838653532
1480.830776051806,0.00041140056058822463
1482.5045527104667,0.0005074739462381196
1484.5437297694234,0.003623823166121424
1484.8656189201502,0.0022614783271635718
1486.2955861081787,0.009153384604434364
1488.5901587682838,0.008213098880336991
1492.3180576675404,0.00896022514697545
1493.123649354364,0.011274632254681382
1495.1882083608405,0.008824455127653686
1505.6131832133296,0.004491194236263228
1508.0673730882709,0.0017631480275553373
1541.2267777358095,0.018391995928197263
1657.4382721839681,0.010381195589055833
1680.8436532406067,0.010853266111158392
1803.1951124820637,0.1674623479607498
1806.6338930589466,0.35694647929313483
3030.119031679237,0.01792593408395108
3036.630094151076,0.01572178886351657
3039.7508427131347,0.020640493349457247
3041.2812792516347,0.020245715483020944
3043.6767222178114,0.04162180543902303
3045.6259094849347,0.02734140398857374
3054.2984473935585,0.003098469444168226
3056.360029885292,0.02338913208477439
3061.5339441735423,0.012977710634482425
3069.70458962771,0.0029082992103619423
3087.8627948718326,0.019123678304532484
3088.2852643910414,0.0631456464926056
3090.2725772432123,0.04997575835538395
3093.901978417709,0.033849661164356615
3094.0979122502854,0.05400294917306466
3095.2347467044733,0.055724541366196104
3099.1380304667564,0.02985970665732949
3099.2710225391897,0.035403093661275115
3110.251709514998,0.0508687534932385
3113.4201416435094,0.03595474108935144
3129.5431671288484,0.028085989128374195
3134.896258312134,0.008226632073235424
3202.1738036062884,0.000544387197977663
3214.9794888500305,0.005558884021742241
3225.322907556878,0.008629814776653904
3230.0242163494145,0.012897482711066952
