mode_index,freq_from_hessian_cm1,freq_reference_cm1,abs_diff_cm1,omega2_raw
0,7.787009919365036,0.0,7.787009919365036,-0.0002229879006180393
1,5.6136370512601435,0.0,5.6136370512601435,-0.00011588534095237285
2,2.8377053418673976,0.0,2.8377053418673976,-2.961245667866337e-05
3,0.5995613488085774,0.0,0.5995613488085774,1.3219258609648694e-06
4,1.3573306916641439,0.0,1.3573306916641439,6.775029361284935e-06
5,4.0471689131801165,0.0,4.0471689131801165,6.023411087082636e-05
6,18.438817167802984,18.2258896979702,0.21292746983278477,0.0012502761852924086
7,31.11592621376311,31.106929629413397,0.008996584349713288,0.003560453423319059
8,49.157731546751656,49.14179196063681,0.015939586114846804,0.00888635195478262
9,54.72209287666113,54.71129470600862,0.010798170652506656,0.01101197560560709
10,61.902983511966006,61.891810429728444,0.011173082237561971,0.014091687544472407
11,67.52019105120645,67.51861098822975,0.0015800629766999919,0.016765139360908888
12,88.35299828224802,88.35001934930952,0.002978932938503931,0.028706644224032393
13,103.43695056141168,103.4317607276553,0.005189833756375606,0.03934515495540455
14,108.30634387618517,108.3035792042874,0.00276467189776497,0.043136771100898794
15,120.29511827088643,120.29447606951611,0.000642201370325779,0.05321521852222726
16,138.31842009131103,138.3179879202543,0.0004321710567296577,0.07035579620858276
17,141.35511320141765,141.35466056122328,0.0004526401943678593,0.07347894098026364
18,152.59993455020145,152.59986322875662,7.13214448353483e-05,0.0856344549047593
19,164.685735229419,164.68524705709655,0.00048817232246278763,0.09973596842274247
20,172.0340799781905,172.03393496162488,0.00014501656562515564,0.1088350600931417
21,181.02930098032593,181.02904613290693,0.0002548474190007255,0.12051402508360706
22,185.49940278487603,185.4988596565478,0.0005431283282177901,0.12653913879895487
23,196.1899560857161,196.18839627262128,0.0015598130948148992,0.14154462523101166
24,284.8105045057276,284.8104178068604,8.669886716461406e-05,0.29829903548359554
25,404.7201285805047,404.71990683363526,0.00022174686944254063,0.6023507447976867
26,420.5541491536719,420.55409661537436,5.253829755247352e-05,0.6504047240984836
27,443.09917974573176,443.09900582837747,0.0001739173542887329,0.7220075434936015
28,469.6783179826763,469.67803798624016,0.0002799964361202001,0.8112241425568613
29,474.2856512951391,474.2855849334321,6.636170695628607e-05,0.8272176933023849
30,481.6891893330182,481.68914859662453,4.073639365742565e-05,0.8532447835288522
31,495.29689483709717,495.2968215798487,7.325724845941295e-05,0.9021340051195412
32,508.1985693487625,508.1985178024266,5.1546335896546225e-05,0.9497443511455893
33,513.8178894077744,513.8178457345812,4.367319320408569e-05,0.9708637475388343
34,517.5854126481865,517.5853656357651,4.701242141891271e-05,0.9851534866655514
35,520.2136565302397,520.2136226031282,3.392711153082928e-05,0.995183898892726
36,536.0327212351306,536.0326744937167,4.674141382565722e-05,1.0566288040190543
37,567.2489205946882,567.248843309805,7.728488321845361e-05,1.1832791149444055
38,586.4719457941593,586.4718998526785,4.594148083469918e-05,1.2648363183861338
39,596.2338148557909,596.233764160842,5.069494886811299e-05,1.3072933408074994
40,600.4331186969143,600.4330763017141,4.239520023929799e-05,1.3257728500201313
41,616.4821671805595,616.4821194016854,4.7778874090909085e-05,1.3975935243361786
42,629.4015760530519,629.4014523012473,0.00012375180460821866,1.4567851141735348
43,663.1259852674356,663.125921646704,6.362073156651604e-05,1.6170816016560186
44,681.1141110221843,681.1140482464745,6.277570980728342e-05,1.7060022464929703
45,682.5465479775644,682.546498359709,4.9617855438555125e-05,1.7131855079006981
46,693.9168809407483,693.9168312126257,4.972812268988491e-05,1.77073979814931
47,742.5780051446559,742.5779566777957,4.846686022119684e-05,2.0277948037556928
48,748.1868209911546,748.1867678599558,5.313119879701844e-05,2.0585430366085027
49,772.029582115096,772.0294861373088,9.59777871685219e-05,2.191834336969414
50,776.0627765823115,776.0627269604462,4.9621865287008404e-05,2.214795076539279
51,948.0715626108272,948.0715047589341,5.785189307516703e-05,3.305385237799376
52,958.2309990765805,958.2309378518233,6.122475713254971e-05,3.3766051269056283
53,960.7215598275083,960.7214988641708,6.096333743244031e-05,3.3941803651425273
54,1071.9959966540293,1071.995928675743,6.79782863244327e-05,4.225967666867353
55,1087.099141244868,1087.099072408673,6.883619494146842e-05,4.345884182940863
56,1091.4770029281353,1091.4769178612912,8.506684412168397e-05,4.380957320836345
57,1102.6116222302974,1102.6115519128073,7.031749009911437e-05,4.470797246051003
58,1103.326460566965,1103.3263866130928,7.395387206088344e-05,4.47659608432669
59,1128.808575035294,1128.8084979206176,7.711467651461135e-05,4.685764337456564
60,1275.745752250315,1275.7456744625558,7.77877592099685e-05,5.985054436767727
61,1289.7280250986455,1289.7279462985184,7.880012708483264e-05,6.116966707246974
62,1292.522586232438,1292.522506742624,7.948981397021271e-05,6.143503708595709
63,1514.3071926153743,1514.3070934206091,9.919476519826276e-05,8.432722582018023
64,1524.0411384663894,1524.0410432582744,9.520811499896809e-05,8.541481863790663
65,1525.7380376249664,1525.737943405506,9.421946037946327e-05,8.56051298047252
66,1601.8882495620394,1601.8881502113525,9.935068692357163e-05,9.436355074246107
67,1624.682205107624,1624.6821060892908,9.901833323056053e-05,9.70681361007026
68,1630.1963122717139,1630.1962120641929,0.0001002075209726172,9.772814505710773
69,1657.9893075543578,1657.989204996558,0.00010255779966428236,10.108885880316025
70,1662.5829205855616,1662.5828186356582,0.00010194990341005905,10.16497868833228
71,1670.103797937782,1670.1036949953127,0.00010294246931152884,10.25715150096149
72,1688.9842935049999,1688.9841888255698,0.00010467943002367974,10.490376245202688
73,1691.9826789837132,1691.982573898534,0.00010508517925700289,10.527655587110058
74,1709.4491281534688,1709.4490237554216,0.0001043980471422401,10.746132844729997
75,2298.0692561222486,2298.0691163256715,0.00013979657705931459,19.42075316140658
76,2316.353323891728,2316.353182487298,0.00014140442999632796,19.731016191160816
77,2325.8753405762336,2325.8751992699636,0.00014130627005215501,19.893569311269303
78,3307.9510003074956,3307.9507990757875,0.00020123170816077618,40.24000060985951
79,3529.5107306589452,3529.5105161002148,0.00021455873047671048,45.81090338954728
80,3539.137844914538,3539.1376291593883,0.00021575514983851463,46.0611523948255
81,3559.3315116354706,3559.331295340975,0.0002162944956580759,46.588284829208256
