mode_index,freq_from_hessian_cm1,freq_reference_cm1,abs_diff_cm1,omega2_raw
0,6.731299586881975,0.0,6.731299586881975,-0.00016662404864664559
1,4.320746001026976,0.0,4.320746001026976,-6.865265166678666e-05
2,2.2843695409186475,0.0,2.2843695409186475,-1.9189893499610923e-05
3,0.5523810090267506,0.0,0.5523810090267506,-1.1220632046942102e-06
4,2.4870735156958443,0.0,2.4870735156958443,2.2746631319348102e-05
5,5.765134744382989,0.0,5.765134744382989,0.00012222464015865415
6,20.13094438229044,19.923543371622063,0.20740101066837724,0.0014902809187701076
7,22.635578056068233,22.432744944559204,0.2028331115090296,0.0018841827457467845
8,27.957076016093446,27.91020471723919,0.04687129885425634,0.0028742420417390366
9,32.8966747545082,32.88918109578574,0.007493658722459884,0.0039796405278043415
10,47.144206768052236,47.12530696441914,0.01889980363309718,0.008173282472833143
11,53.729270070421016,53.72268901156215,0.006581058858863287,0.010616019903037765
12,69.48727670816002,69.48061380453068,0.006662903629347738,0.017756216261999126
13,73.42976715936608,73.42599790302565,0.003769256340433458,0.019828239003114305
14,88.35353123114257,88.35302803477859,0.0005031963639794412,0.028706990544377937
15,92.73720299468188,92.73687871760649,0.00032427707539284256,0.03162625944356288
16,110.87475235980885,110.87438328643037,0.0003690733784793565,0.045206945975912516
17,117.27844698405255,117.27837947099835,6.751305420493736e-05,0.05057970075874551
18,120.99779661799951,120.99707507940707,0.0007215385924439488,0.053838725020089365
19,135.04433334288635,135.0430995065738,0.0012338363125365959,0.06706448184404264
20,154.32730777434406,154.32721391655647,9.385778758996821e-05,0.08758412649613719
21,273.06920456272513,273.06916620789633,3.835482880276686e-05,0.2742112657253265
22,282.79586076617096,282.7958290657239,3.170044703892927e-05,0.2940938480433785
23,293.4099815927436,293.4099472896665,3.430307708640612e-05,0.31658447320563343
24,386.2521772554328,386.2520078879196,0.00016936751319462928,0.5486327439102092
25,411.1261898672662,411.1260657109104,0.0001241563558096459,0.6215701211092785
26,416.62828975491027,416.6282538676954,3.588721489222735e-05,0.6383183872373451
27,432.28516472587916,432.28511701060853,4.7715270625303674e-05,0.6871958150774972
28,440.8229783148948,440.8229387016194,3.961327536217141e-05,0.7146086878198669
29,446.62047773455225,446.6204165614663,6.117308595321447e-05,0.7335286928729189
30,560.4770543957928,560.4770057691103,4.862668254190794e-05,1.1551955785419645
31,569.7451093303537,569.745057649203,5.168115069409396e-05,1.1937161092447515
32,585.2126501162957,585.2126029800767,4.71362189955471e-05,1.2594103372944019
33,636.4560065779848,636.4559520654016,5.4512583233190526e-05,1.4896238667151693
34,644.1295546404236,644.129512526449,4.211397458675492e-05,1.5257602481155732
35,662.6654943681663,662.6654378340356,5.65341306355549e-05,1.6148364994418996
36,667.376772159225,667.3767097072546,6.245197039334016e-05,1.637879763554217
37,670.173401023158,670.1733317985037,6.922465433945035e-05,1.6516355289563673
38,671.0191197775955,671.0190699432175,4.983437804639834e-05,1.6558066897076367
39,735.9831287035761,735.9830565442562,7.215931987047952e-05,1.9919368261165715
40,808.4493832791563,808.4493322647648,5.101439148802456e-05,2.4035076627948455
41,818.7490380702254,818.7489841896255,5.3880599921285466e-05,2.4651392037013102
42,820.187070010892,820.1870158723701,5.4138521818458685e-05,2.4738062356767245
43,829.69899540192,829.6989399594196,5.544250041111809e-05,2.5315177184410427
44,840.7658098831317,840.7657445574729,6.532565885208896e-05,2.599500636590244
45,848.5477292860664,848.5476678877453,6.139832112239674e-05,2.64784399685724
46,853.6175521973662,853.6174987255303,5.3471835940399615e-05,2.679578694198713
47,876.9828566773571,876.982790605984,6.607137311220868e-05,2.8282777085171733
48,1155.1451931521306,1155.1451208659075,7.228622303045995e-05,4.906965374175628
49,1179.114255830133,1179.1141828192956,7.301083746824588e-05,5.11271545736395
50,1197.4246964809365,1197.4246220518885,7.442904802701378e-05,5.272738887664703
51,1220.2268312746803,1220.2267559076236,7.536705675192934e-05,5.475464702573738
52,1258.4578206637157,1258.4577431401165,7.752359920232266e-05,5.82394373956494
53,1281.345157772314,1281.3450792151848,7.855712919990765e-05,6.0377080201232385
54,1339.8249189145495,1339.8248334716482,8.544290130885202e-05,6.601398414731236
55,1361.059652277859,1361.0595598615153,9.241634370482643e-05,6.8123062329081785
56,1381.5362274611216,1381.536142150021,8.531110051990254e-05,7.018824742637975
57,1456.7362854507685,1456.7361960446822,8.940608631746727e-05,7.803720731629326
58,1461.271564125207,1461.2714741299092,8.999529791253735e-05,7.852387249877925
59,1475.5439063090007,1475.5438157192384,9.058976229425753e-05,8.006525971116869
60,1809.1249449696768,1809.124833801848,0.00011116782889075694,12.03585554667085
61,1820.550375497414,1820.5502643599857,0.00011113742834822915,12.188359181652855
62,1829.6365580066615,1829.6364456629744,0.00011234368707846443,12.31032451442531
63,1863.4548849634698,1863.4547713284946,0.00011363497515048948,12.769609261510112
64,1867.4793966921209,1867.479282593043,0.00011409907779125206,12.824825985907937
65,1882.052570675697,1882.0524557123654,0.00011496333172544837,13.025768139897407
66,3407.0642946731755,3407.064087398845,0.00020727433047795785,42.687478407377604
67,3503.2300636162886,3503.229850699656,0.0002129166327904386,45.13122910626023
68,3689.2482155316725,3689.2479912808635,0.00022425080896937288,50.051326812157996
69,3783.7042073164366,3783.7039774252107,0.00022989122589933686,52.64706910186766
70,3787.4281291357706,3787.4278989043546,0.0002302314160260721,52.75075059311013
71,3799.8671194995895,3799.8668885322595,0.00023096733002603287,53.097816503719876
