mode_index,freq_from_hessian_cm1,freq_reference_cm1,abs_diff_cm1,omega2_raw
0,12.512176511893133,0.0,12.512176511893133,-0.0005757123790363321
1,8.5963908344931,0.0,8.5963908344931,-0.00027175162380303525
2,1.450521456437626,0.0,1.450521456437626,-7.737277222187108e-06
3,0.481708592978163,0.0,0.481708592978163,-8.533135265807105e-07
4,0.9056490412456178,0.0,0.9056490412456178,3.016197018497686e-06
5,3.856850493339725,0.0,3.856850493339725,5.47022829240876e-05
6,19.127307911797278,18.84450776444829,0.2828001473489863,0.0013453879739731681
7,33.679383005102466,33.596237895886695,0.08314510921577067,0.004171268026112477
8,44.36151073073345,44.325807511447444,0.03570321928600606,0.007236898777104267
9,50.65970495715595,50.650680055825575,0.009024901330377588,0.009437677987303394
10,65.03980427474818,65.02965527274328,0.010149002004894214,0.015556012886464061
11,77.11652562979211,77.10862873056682,0.007896899225286802,0.021869293473748032
12,90.11662233367296,90.11543371989097,0.001188613781991421,0.02986411532399283
13,96.89052585341445,96.8866862959648,0.0038395574496519203,0.03452251832667095
14,105.68919361496513,105.66390333804264,0.025290276922490307,0.04107721693709237
15,128.7504158320241,128.74722342543302,0.003192406591068675,0.060958900294696465
16,136.337806487704,136.3339362516893,0.003870236014705597,0.06835533999602512
17,151.52867826207537,151.52560450798987,0.0030737540855056977,0.08443636196709348
18,606.8026481579615,606.802593108176,5.504978548742656e-05,1.3540502377940526
19,625.4230416222356,625.4229749321835,6.669005210824253e-05,1.438426242166617
20,636.8107544112013,636.810674606668,7.980453324307746e-05,1.491284902528274
21,652.7119060913271,652.7118597034244,4.638790278477245e-05,1.5666894263161881
22,669.3932233639512,669.393165527314,5.783663721103949e-05,1.647792287492235
23,682.2557876654986,682.2557374735703,5.019192826694052e-05,1.711726207417486
24,719.403231122162,719.4031707957765,6.032638543729263e-05,1.9032007977565444
25,758.8902595946804,758.8901892861606,7.030851975287078e-05,2.117862693496505
26,767.2206878337894,767.2206322706337,5.556315568355785e-05,2.164613948991368
27,777.9258196490396,777.9257680316362,5.161740341463883e-05,2.2254416673966047
28,784.0531912597702,784.0531388427131,5.241705707703659e-05,2.260637338993899
29,834.2475270935946,834.2474611055297,6.598806487545517e-05,2.5593501040191757
30,870.2661757482747,870.2660950056863,8.074258835222281e-05,2.785120895153396
31,879.6232726581832,879.623197624981,7.503320216528664e-05,2.845334077764438
32,889.4449343718256,889.4448143418539,0.00012002997175386554,2.909229448186369
33,915.0583512380618,915.0582941230953,5.711496658022952e-05,3.0791966160572692
34,918.5868591381113,918.5867935618644,6.55762469250476e-05,3.102989453938852
35,919.6510919981587,919.6510330492106,5.89489480944394e-05,3.110183583176491
36,935.9223979837263,935.9223405942495,5.738947686495521e-05,3.2212136022293465
37,940.8504652221719,940.8504061691905,5.905298144170956e-05,3.2552252899436462
38,943.4486967752647,943.4486366526296,6.0122635090920085e-05,3.273229229675603
39,945.9760303472574,945.9759708554859,5.9491771480679745e-05,3.290789532623595
40,949.3817748015758,949.3817142508428,6.055073299648939e-05,3.314527477067272
41,956.0090356660694,956.0089713431873,6.432288205360237e-05,3.360963816280874
42,1056.6120438449454,1056.6119766480003,6.719694511048147e-05,4.105546320021775
43,1057.4912747651815,1057.491206993322,6.777185944883968e-05,4.112381799811143
44,1060.8440959149268,1060.8440298150483,6.609987849515164e-05,4.138500102349321
45,1062.505226978563,1062.5051549765328,7.200203026513918e-05,4.151470855393234
46,1067.725503156974,1067.7254361727425,6.698423135276244e-05,4.192364890761917
47,1070.3027107447954,1070.3026437825545,6.696224090774194e-05,4.212627840921687
48,1158.814113017013,1158.8140417817187,7.123529417185637e-05,4.938185437971099
49,1168.7844379960113,1168.784365611583,7.238442822199431e-05,5.023526341253224
50,1179.666476157243,1179.6663978357815,7.832146161490527e-05,5.1175055046793485
51,1204.2463822295142,1204.2463080529071,7.417660708597396e-05,5.3329872269456535
52,1207.8618292706055,1207.861755354927,7.391567851300351e-05,5.365057202910889
53,1210.9155551816716,1210.915481462216,7.371945571321703e-05,5.3922194563020875
54,1297.1501350494786,1297.1500558306711,7.92188075138256e-05,6.187572966154048
55,1309.4176190014782,1309.417538816414,8.018506423468352e-05,6.305161333303049
56,1313.5622048523426,1313.5621220717303,8.278061227429134e-05,6.345138861009225
57,1406.7185256613516,1406.718439433958,8.622739346719754e-05,7.277031531397784
58,1410.159036772244,1410.1589496240947,8.714814930499415e-05,7.312670963743972
59,1414.581463817026,1414.5813766753886,8.714163732292945e-05,7.358609703501613
60,1439.3500056154135,1439.3499172742404,8.834117306832923e-05,7.618556112508596
61,1442.3424688674697,1442.342379366097,8.950137271312997e-05,7.650267577161047
62,1445.3117503261637,1445.3116610995803,8.92265834409045e-05,7.681798479321745
63,1507.026657716497,1507.0265640698492,9.364664788336086e-05,8.351831275991316
64,1533.5614103747291,1533.561315191866,9.518286310594704e-05,8.648527810427804
65,1535.9412529995575,1535.9411519830192,0.00010101653833771707,8.675390908417636
66,1588.2852419497592,1588.2851428528047,9.909695450005529e-05,9.276771169985146
67,1592.250711771686,1592.2506134377832,9.833390276980936e-05,9.323151603261474
68,1603.138172059627,1603.138071995128,0.00010006449906541093,9.451086831095019
69,3260.745706547132,3260.745508272006,0.0001982751259674842,39.09972520373902
70,3263.055466965186,3263.055268734302,0.0001982308840524638,39.155137671815645
71,3264.5194076407593,3264.5192089748857,0.00019866587354044896,39.19027875814283
72,3277.300773356987,3277.300573966128,0.0001993908590520732,39.497757932869526
73,3281.241214303233,3281.2410148811846,0.0001994220483538811,39.59279476892727
74,3281.5346253620005,3281.5344256894546,0.00019967254593211692,39.59987592052374
75,3295.187009178823,3295.186808889142,0.00020028968083352083,39.93006126480544
76,3297.6769270023533,3297.676726382481,0.00020061987243025214,39.990428178083796
77,3298.5063815950366,3298.5061810906664,0.0002005043702411058,40.01054804831674
78,3417.393083845001,3417.392876189272,0.00020765572890013573,42.94669176735439
79,3537.9448400121887,3537.9446246631965,0.00021534899224207038,46.03010420100001
80,3641.8775361716057,3641.8773148190003,0.0002213526054219983,48.77424086756359
