frequency_cm1,total_intensity,isotropic_intensity,anisotropic_intensity
7.89219407359113,0.0014421666743801623,1.19744967566441e-07,0.001442046929412596
4.070117241989395,0.0,0.0,0.0
2.933294377488121,0.0,0.0,0.0
0.7281526986555694,0.0,0.0,0.0
2.56745632258658,0.0,0.0,0.0
5.629135193959544,0.0032008276779973747,2.332972596428164e-08,0.00320080434827141
21.679619956250974,0.0029421915051955727,4.577546200654333e-05,0.0028964160431890294
23.421677048643648,0.0022047256647169606,8.131573487353723e-06,0.002196594091229607
34.68941382716925,0.009856319204043213,5.366398928041194e-06,0.009850952805115172
46.84814073542316,0.005500096009918278,9.372569256323212e-10,0.005500095072661353
55.32953010111005,0.005073318453330179,0.00030532847024620114,0.004767989983083978
64.29076841147935,0.0014361891750586937,0.000380781732341341,0.0010554074427173528
76.96598402874174,0.003231164474813088,0.00018406861870398506,0.003047095856109103
84.01801344104221,0.005647815324016697,0.0006603975838503438,0.004987417740166353
102.45932859896975,0.023353547951906705,1.012464011790916e-06,0.023352535487894913
117.09914859309927,0.0036513685312351343,0.0017173140248255283,0.001934054506409606
128.89032554126715,0.000496955627831908,1.931382882651031e-05,0.00047764179900539766
184.05660943926526,0.010927970155838785,0.00045238355485234093,0.010475586600986445
316.5103591397255,0.0025934785435929976,0.0016645526967763676,0.0009289258468166298
331.835746648938,0.005360272156908675,0.0003432961194656449,0.005016976037443031
337.7470144007732,0.0008870223550171616,0.00017372551835629754,0.000713296836660864
403.59044812468414,0.007806272673193934,0.0001251238358676268,0.007681148837326308
422.1922378439472,0.0020134090610974937,0.00036588397766436695,0.0016475250834331269
456.3841343637797,0.02053617278779004,0.003878964567591581,0.01665720822019846
502.911584311473,0.00017872986129484456,1.171282151383831e-06,0.00017755857914346072
583.4726178603108,0.00640243225922725,0.0003670225894309355,0.006035409669796315
585.7038851899542,0.0037618052074394094,0.00047349787172298516,0.003288307335716424
594.3325645530573,0.0065655693759713064,0.00028278827915835986,0.006282781096812947
707.3551762956308,0.029019939485508895,0.021212194314526565,0.00780774517098233
714.1618590554667,0.0966154268258843,0.07746085189234636,0.01915457493353793
721.4034108430614,0.007231157157301147,0.005686526725344642,0.001544630431956505
722.9151399943971,0.0006347722862288334,0.0001320172109447062,0.0005027550752841273
725.6945569944642,0.0040676693706456985,0.003123354688864517,0.0009443146817811816
730.417303203014,0.0005125844019895915,4.873907680969237e-05,0.0004638453251798991
789.047446976368,0.005088542981029268,0.002911190196881204,0.0021773527841480638
792.7544734500043,0.003438188280528225,0.0010541561362531948,0.0023840321442750298
797.9911271201789,0.0031174395495304,0.0024371988805654155,0.0006802406689649842
839.9533993061799,0.0013261557640142354,0.0005907063158763262,0.0007354494481379092
869.0766825111855,0.0016150049168160408,0.000980154674401642,0.0006348502424143987
915.3228955782666,0.004492650625489133,0.00044116709803185164,0.004051483527457281
919.3950137606989,0.004254705232505113,0.0003214900001842042,0.003933215232320909
919.7529875149414,0.0036286319438440275,8.425199802160527e-06,0.003620206744041867
920.5741154919361,0.0005855411244917712,0.0002360412872589294,0.0003494998372328419
921.4294133582983,0.00222123223172863,0.00032735669405652596,0.001893875537672104
923.2476413315219,0.0013142570945555928,4.090418361798508e-08,0.001314216190371975
977.6052452095063,0.044840791008643494,0.041975381902343005,0.002865409106300491
1003.8145246056075,0.010672768421539119,0.0009998571740166338,0.009672911247522484
1006.7693107518248,0.004762591342909466,8.792623770082269e-05,0.004674665105208643
1029.584861933824,0.007254531987229447,0.0007387051604200007,0.006515826826809447
1040.1395225911808,0.020728539259207774,0.007458586735513798,0.013269952523693975
1045.4816658349132,0.003222470434336124,0.0003702716928327544,0.00285219874150337
1082.9949608720483,0.07058326903175231,0.054550974146048974,0.016032294885703343
1087.6644570986766,0.006419945645978996,0.0044153280366288844,0.0020046176093501114
1088.9905636780122,0.13843457823106026,0.10563685519452276,0.032797723036537496
1171.4397456048084,0.006721824599850398,0.00033585403948770695,0.006385970560362691
1180.633303753573,0.004427694322868289,1.5684084235900726e-06,0.004426125914444698
1183.5597181235796,0.004222806029976155,9.418936607504799e-07,0.004221864136315405
1243.2270281470999,0.00605144827438861,0.0003116182846353374,0.0057398299897532725
1323.3540956667914,0.00354793194060232,7.904559178839501e-05,0.003468886348813925
1335.8173752745295,0.03794422101745143,0.010916115014551923,0.02702810600289951
1345.7819215867853,0.024932042719573926,0.021527712786145098,0.003404329933428829
1398.5060913174307,0.021036545447520608,0.013837679886705107,0.0071988655608154995
1411.7061939359355,0.2847414319858519,0.16979181341126157,0.1149496185745903
1515.0423840023398,0.09053571823900033,0.04834599929371705,0.04218971894528329
1525.0301201599714,0.31633377581101574,0.21637779403210286,0.09995598177891289
1540.8200872965706,0.00945409902449796,0.005010305018006925,0.004443794006491035
1562.5125981235526,0.02408419814228166,0.005108590356526476,0.01897560778575518
1590.7255612451347,0.036627389234384335,0.011814981587796045,0.02481240764658829
1599.5635070864885,0.08924834289452772,0.019401034731495192,0.06984730816303253
1657.8751702031136,0.02467197823888642,0.0068310630972353665,0.017840915141651054
1668.2295754495212,0.011401614476176011,0.009477415622155172,0.0019241988540208387
1680.117319100927,0.007311762772717499,0.0021635916270445303,0.0051481711456729685
3163.666240357672,2.0272059131044555,1.0534014328456816,0.9738044802587742
3275.568179303651,0.38783427918695723,0.24441547978584496,0.14341879940111224
3282.1639567519132,0.4828676342973049,0.137427490265502,0.3454401440318029
3283.4000269647827,0.29535797169543954,0.10016424666582774,0.1951937250296118
3285.0306908442644,0.4297801004833876,0.08705407409513007,0.34272602638825755
3312.520124549798,0.81901437900454,0.6389063563098959,0.18010802269464407
3313.8539490363714,0.3401654482818084,0.2850488697654889,0.05511657851631949
3317.321221415065,0.6517827991765953,0.49476770159705236,0.15701509757954296
3828.4474928218506,0.2704865432814446,0.15300103284483302,0.11748551043661162
