cm1,intensity
40.561229601518,0.33993588738059366
41.48588994307397,0.45263380593263003
43.28897760910809,0.6187407380593271
43.54838709677415,0.7264957264957269
45.87802656546484,0.6396470186023133
47.912279316887975,0.5325023308195079
50.50132827324472,0.45671706385118227
53.275309297912656,0.40608466566113693
56.04929032258059,0.46161697335344504
58.82327134724852,0.5318490095525392
61.59725237191645,0.6380137154348927
64.37123339658439,0.791544213172449
67.14521442125232,0.8993422222222226
68.5483870967742,1.0
69.91919544592025,0.927925027652087
72.46201138519916,0.8066522674710919
73.38667172675514,0.6719047561588746
74.54249715370014,0.5371572448466574
76.16065275142307,0.40730964303670264
77.31647817836807,0.3195195977878334
80.090459203036,0.2737871091000513
82.86444022770394,0.24928756158873855
85.63842125237187,0.2427543489190559
88.4124022770398,0.2443876520864765
91.18638330170774,0.2525541679235805
93.96036432637568,0.2558207742584218
96.7343453510436,0.2705205027652093
99.50832637571152,0.29828665661136333
102.28230740037948,0.3260528104575174
105.0562884250474,0.3211529009552547
107.83026944971532,0.3195195977878334
110.60425047438326,0.33748593262946275
113.3782314990512,0.38648502765208753
114.5161290322581,0.43589743589743607
117.74193548387105,0.4786324786324787
121.700174573055,0.4077179688285576
124.47415559772293,0.4175177878330822
127.24813662239086,0.42568430367018695
130.0221176470588,0.4191510910005035
132.79609867172672,0.37505190548014217
135.57007969639466,0.3080864756158879
138.3440607210626,0.23785443941679324
141.11804174573052,0.19048864756158979
143.89202277039846,0.1545559778783317
146.6660037950664,0.1333230367018603
148.97765464895627,0.12433986928104657
154.0632865275142,0.1039235796882862
156.83726755218214,0.10719018602312826
159.61124857685007,0.11699000502765286
162.385229601518,0.13005643036701967
165.15921062618594,0.16925570638511897
167.93319165085387,0.2296879235796892
170.7071726755218,0.24602095525389653
173.48115370018974,0.22315471091000638
176.25513472485767,0.19702186023127244
179.0291157495256,0.16108919054801496
181.80309677419356,0.12842312719959836
184.57707779886147,0.11862330819507359
187.3510588235294,0.11045679235797018
190.12503984819733,0.1022902765208656
192.8990208728653,0.09412376068376085
195.6730018975332,0.08759054801407817
198.44698292220116,0.08432394167923625
202.14562428842504,0.07779072900955343
204.91960531309297,0.07779072900955343
207.6935863377609,0.07289081950729076
210.46756736242872,0.06799091000502809
213.24154838709663,0.06799091000502809
216.0155294117646,0.06309100050276617
218.7895104364325,0.06309100050276617
221.56349146110043,0.06309100050276617
224.3374724857684,0.06962421317244884
227.11145351043632,0.06309100050276617
229.88543453510425,0.06309100050276617
232.65941555977216,0.06309100050276617
235.4333965844401,0.06309100050276617
238.20737760910805,0.06309100050276617
240.981358633776,0.06309100050276617
243.75533965844392,0.06309100050276617
246.52932068311185,0.06309100050276617
248.84097153700185,0.0655409552538972
252.0772827324477,0.06309100050276617
254.85126375711565,0.06309100050276617
257.6252447817836,0.06799091000502809
260.3992258064515,0.06799091000502809
263.17320683111944,0.06799091000502809
265.9471878557874,0.06799091000502809
268.7211688804553,0.06799091000502809
271.49514990512324,0.06799091000502809
274.2691309297912,0.07125751633987017
277.0431119544591,0.06799091000502809
279.81709297912704,0.07125751633987017
282.591074003795,0.07452412267471151
285.3650550284629,0.07779072900955343
288.13903605313084,0.07779072900955343
290.9130170777988,0.07779072900955343
293.6869981024667,0.07289081950729076
296.46097912713464,0.06472430367018617
298.77262998102464,0.05819109100050349
302.0089411764705,0.05819109100050349
304.78292220113843,0.05819109100050349
307.5569032258064,0.05819109100050349
310.3308842504743,0.06145769733534542
313.10486527514223,0.06635760683760808
315.87884629981016,0.06799091000502809
318.6528273244781,0.07452412267471151
321.42680834914603,0.07779072900955343
324.200789373814,0.08432394167923625
326.9747703984819,0.08432394167923625
329.7487514231498,0.07942403217697358
332.52273244781776,0.07779072900955343
335.2967134724857,0.07289081950729076
337.6083643263757,0.06799091000502809
