cm1,intensity
12.814814865681484,0.0139353
18.81895291984837,0.0478472
21.14347964621217,0.103491
23.457172810342612,0.165398
25.462835796297313,0.443114
27.49327034005384,0.209581
28.757649053138792,0.134083
30.95577652035378,0.0805788
33.067872003190345,0.0149756
35.76242865950057,0.00714238
41.80227435038181,0.0371464
46.22099333443204,0.0921451
49.51161896390704,0.209581
51.79256166565949,0.317365
55.33044003735647,0.137725
58.96061088831509,0.0838323
63.39016828727864,0.122438
64.51960757384312,0.189632
68.02596275339228,0.236684
72.3078613415371,0.269461
73.01543701587649,0.233533
76.39529381603764,0.181921
79.58715230090277,0.115828
83.35626178834988,0.100407
90.56419271548646,0.143713
95.39214153606284,0.100721
102.2654092426767,0.109953
107.43951317548388,0.169253
110.46037924151696,0.2381
112.66832390265338,0.303091
115.41875515024992,0.371387
116.00651632514786,0.436378
117.14080646047353,0.510182
117.55744047074046,0.58729
118.98057170063541,0.662196
121.13497775092017,0.796407
123.44228973246163,0.94012
126.27259242981924,0.796407
126.42533098939734,0.65118
127.42056346023548,0.535518
127.47149737222801,0.604915
128.96340285789276,0.430136
129.00220964798228,0.483011
131.07858851105127,0.368744
133.7355600725155,0.309701
140.43311925733505,0.289768
145.6803823545569,0.239521
148.7575607195395,0.173843
152.03111365735109,0.11394
156.56947536120418,0.0744102
162.71183565590528,0.0548761
169.1801729873586,0.0379857
175.64797133561618,0.0203609
182.12888494163553,0.0206057
188.6054866820894,0.0149756
193.0631465577171,0.0439076
199.95180159558555,0.0218297
