cm1,intensity
4.21150015898229,0.019949447297470977
7.000475675675489,0.04132638888326478
9.32462193958645,0.07256961120096303
11.35135135135124,0.12907460694504355
12.162162162162076,0.1893094235193975
16.297060731319334,0.24522952400929396
19.086036248012533,0.25016266437524654
20.270270270270203,0.1979143973157338
23.734328775834456,0.13012291547040652
26.52330429252765,0.08079151181088343
29.31227980922085,0.07750275156691491
30.810810810810835,0.12907460694504355
33.96057233704278,0.2008312607157232
36.749547853735976,0.2567401848631829
39.07369411764694,0.2822280767539366
41.35135135135124,0.2237293187047425
45.11647440381535,0.18438745949588217
47.90544992050855,0.1778099390079456
50.694425437201744,0.22220820230151658
54.32432432432415,0.25814921389008777
58.13169348171687,0.28305026681492856
60.92066899841007,0.21727506193556423
64.05405405405395,0.16349450213038857
67.42827853736071,0.11039035400659741
70.21725405405391,0.12683415522643823
73.00622957074711,0.16465489803207287
74.86554658187583,0.19096497998381853
78.64864864864876,0.23233429250107884
80.443497615262,0.28305026681492856
83.2324731319552,0.25838456498516715
86.0214486486484,0.21398630169159616
89.18918918918916,0.16349450213038857
93.45871669316352,0.1136791142505655
96.24769220985672,0.09559093290874021
99.03666772654992,0.09230217266477214
101.82564324324312,0.09230217266477214
103.68496025437184,0.09230217266477214
109.45945945945935,0.09465471175969853
113.91120381558017,0.11696787449453357
116.70017933227314,0.12847853534842205
119.48915484896634,0.13834481608032692
122.27813036565954,0.1482110968122318
124.13744737678826,0.15643299742215222
125.67567567567562,0.1979143973157338
125.67567567567562,0.23233429250107884
127.15883751987258,0.2908610723943531
128.78573990461018,0.3586917524261976
128.91891891891896,0.41303874222414044
129.7297297297298,0.46466858500215785
130.64505691573913,0.5362848056004813
131.35135135135124,0.5937431919472018
131.35135135135124,0.6453730347252197
132.73678855325898,0.745943271153455
134.36369093799658,0.8224069468257162
134.59459459459458,0.8949172748189713
136.2230079491253,0.9638236373163497
138.08232496025423,1.0
141.89189189189187,0.9551520913933254
141.89189189189187,0.9121272224116442
143.66027599364045,0.8339176076796048
145.9844222575514,0.7607426922513121
146.75675675675666,0.7056078512995734
146.75675675675666,0.6625829823178921
148.30856852146235,0.5954824899919093
150.16788553259107,0.5362848056004813
150.8108108108106,0.45606361120582156
152.95686104928427,0.3751355536460386
155.28100731319523,0.30442720840072196
156.48648648648646,0.2409392662974149
157.6051535771062,0.17945431912992985
160.3941290937994,0.1219010148604859
162.71827535771035,0.09476874284774797
167.8378378378377,0.10325968555603483
172.47968966613644,0.12518977510445442
175.26866518282964,0.14327795644627928
178.05764069952284,0.1597217576661205
180.3817869634338,0.17369898870298528
184.05405405405395,0.15488952833405245
185.6756756756756,0.12046963314870725
190.14320127185988,0.07914713168889918
192.93217678855308,0.05777019010310581
195.72115230524628,0.052837049737153474
198.51012782193925,0.04297076900524859
204.32432432432412,0.02581492138900871
209.66602988871205,0.02323820754143949
212.45500540540525,0.024882587663423307
215.24398092209825,0.03803762863929626
218.03295643879144,0.05777019010310581
221.35135135135124,0.11186465935237093
223.6109074721778,0.17616555888596153
226.399882988871,0.2057644010816755
229.1888585055642,0.19425374022778685
231.0481755166929,0.17616555888596153
232.7027027027027,0.11186465935237093
235.6964680445149,0.061058950347073884
238.4854435612081,0.02981572802937564
241.27441907790129,0.015016306931519082
243.59856534181225,0.013371926809534826
249.7297297297296,0.00860497379633609
254.28963815580252,0.013371926809534826
257.0786136724957,0.013371926809534826
259.86758918918895,0.013371926809534826
262.65656470588215,0.013371926809534826
264.9807109697931,0.013371926809534826
269.18918918918894,0.00860497379633609
275.67178378378344,0.013371926809534826
278.46075930047664,0.013371926809534826
281.24973481716984,0.013371926809534826
284.03871033386304,0.013371926809534826
286.362856597774,0.013371926809534826
290.2702702702702,0.00860497379633609
297.05392941176456,0.013371926809534826
299.8429049284576,0.013371926809534826
302.6318804451507,0.013371926809534826
305.4208559618439,0.013371926809534826
307.7450022257549,0.013371926809534826
312.1621621621621,0.00860497379633609
318.43607503974545,0.013371926809534826
321.22505055643865,0.013371926809534826
324.0140260731316,0.02159382741945523
326.8030015898248,0.03474886839532819
328.66231860095354,0.04297076900524859
334.05405405405395,0.06883979037068981
