frequency_cm1,total_intensity,isotropic_intensity,anisotropic_intensity
1.2089893437700154,0.0,0.0,0.0
1.1066095217981835,0.0,0.0,0.0
1.0677486320476444,0.0,0.0,0.0
2.4676377197065285e-05,0.0,0.0,0.0
1.213842205763664e-05,0.0,0.0,0.0
3.21642561620008e-05,0.0,0.0,0.0
24.973835759537824,0.0059621902715141974,9.71894473401684e-09,0.005962180552569463
24.997655263956954,0.0059822627008139385,7.037931918613498e-08,0.005982192321494753
40.40233202316896,7.519266425039527e-06,4.018560237110968e-07,7.11741040132843e-06
73.9616929173241,0.0008260132260376558,1.8034017094627935e-13,0.0008260132258573157
73.97468368187998,0.0008303718535145986,8.604045997259681e-11,0.0008303717674741386
81.51147712830125,1.179871596923894e-06,2.910688280170142e-07,8.888027689068798e-07
111.06627608395856,0.0007550723267529182,4.5788540240296015e-09,0.0007550677478988942
111.09649048052178,0.00022446215131524943,2.7287525228186144e-12,0.0002244621485864969
112.34329667822925,0.0312448117980819,4.6124204849462e-08,0.031244765673877052
112.36897925068155,0.03066681935229277,2.2854185698724156e-07,0.03066659081043578
134.6418139662244,0.0021810143772725598,0.0014751367429446252,0.0007058776343279343
148.1429339718979,0.00027797311767088485,6.3342308346640096e-06,0.0002716388868362208
633.1635819505957,0.00036008924830457836,1.230041227393589e-08,0.00036007694789230444
633.1641331218973,0.0003606328701780766,4.286672565321423e-08,0.0003605900034524234
634.0939161611192,1.528927813475827e-07,6.394896840481075e-08,8.894381294277195e-08
673.1467436077288,1.092176272065353e-07,6.281374095734745e-09,1.0293625311080056e-07
676.6466912161768,0.0004778666076966599,2.964432075572277e-08,0.00047783696337590415
676.6500953410015,0.00047728284552310096,3.3989314655714314e-09,0.0004772794465916354
772.2934778587347,0.0041165055224997886,4.543340682885489e-11,0.0041165054770663815
772.30069653925,0.004116736256884926,5.551540249094878e-08,0.004116680741482435
773.0310497972392,6.614787447765238e-07,2.3780951097973774e-08,6.3769779367855e-07
855.1277767235747,0.006099624273871316,3.759423264949586e-12,0.006099624270111893
855.1307204840305,0.006098161977531676,1.0330991254909551e-06,0.006097128878406185
863.4759904960208,6.626232160834244e-07,1.629208014522281e-07,4.997024146311964e-07
912.441989177656,0.0015869951793378869,3.0282895970099547e-07,0.0015866923503781859
912.4438989513649,0.0015868839227072978,1.3750500161294386e-06,0.0015855088726911685
913.2148395744849,5.995694979403175e-07,2.1475079198657072e-07,3.848187059537467e-07
926.6812875852108,0.0018350160400565294,5.3707097567757495e-06,0.0018296453302997537
926.692465905395,0.0018089323032780956,5.3686784991178765e-06,0.0018035636247789777
930.3616185266512,0.002098394938375509,1.0227588118263162e-06,0.002097372179563683
930.9010581760424,0.019450178305463115,4.516612950381982e-12,0.019450178300946502
930.9038426284197,0.019430646409392467,9.448276332223368e-11,0.019430646314909705
937.9000560891053,3.56674196535073e-05,2.8871539857422745e-05,6.795879796084553e-06
940.7679505658883,0.006505176301779712,0.005136764363301038,0.0013684119384786745
956.4067979016738,0.0030653141071772818,2.2088733912510656e-10,0.0030653138862899425
956.4117655627458,0.003066225374914889,6.046541585404602e-10,0.003066224770260731
1060.9289805406513,0.0049168604067090504,0.002507154806926653,0.0024097055997823976
1063.5675758683753,0.009344957692456274,1.7074248338183386e-09,0.00934495598503144
1063.572597013049,0.00933723757152249,4.651099747267712e-09,0.009337232920422744
1073.5953619971845,0.023881195506107004,5.450763650303597e-11,0.023881195451599366
1073.5994809862873,0.02387254752968709,2.6698796828313233e-10,0.02387254726269912
1077.4909048592274,0.0007861088238074645,0.0007088154211710284,7.729340263643616e-05
1176.513173211601,0.01195028184551707,1.4224962665734113e-10,0.011950281703267443
1176.515488003639,0.011941180309763546,2.0477679624756398e-08,0.01194115983208392
1182.0094425210775,0.08748144795292073,0.08455601886259594,0.0029254290903247943
