frequency_cm1,total_intensity,isotropic_intensity,anisotropic_intensity
1.0308147352189194,0.0,0.0,0.0
3.157695687616477e-05,0.0,0.0,0.0
4.151958652621255e-06,0.0,0.0,0.0
2.3765670159318278e-05,0.0,0.0,0.0
1.4639249727716566,0.0,0.0,0.0
2.0990640632390494,0.0,0.0,0.0
11.28278164261565,0.003122376621341306,7.409797383060625e-07,0.003121635641603
24.440485295191742,0.007181277692886068,8.345686198433918e-05,0.007097820830901729
29.36942484739302,0.0006810392312059853,3.331269861398857e-05,0.0006477265325919967
32.97430163877019,0.0010333424844886196,4.695255822161643e-06,0.0010286472286664579
35.89916578386659,0.01147414780096558,1.3654804970090752e-05,0.01146049299599549
41.66706494713896,0.009233754727347407,2.776540712838867e-05,0.009205989320219017
55.332403695536584,0.003149164316354226,0.0006092064362896905,0.0025399578800645354
56.393369591300655,0.0029810888442838956,0.00025553459121757015,0.0027255542530663255
72.21134998471283,0.013682692471774656,0.0001397864212242064,0.01354290605055045
81.48143354741984,0.014272626433396825,0.0005650954772331408,0.013707530956163685
89.09008829032433,0.017525870119027787,3.7614201684031483e-06,0.017522108698859385
98.03590329023204,0.02215786142259638,0.00036900435013008105,0.0217888570724663
220.4739093945225,0.006258148362944177,1.192105122030683e-06,0.006256956257822147
230.34284217313882,0.005813117088960155,5.794070187084183e-05,0.005755176387089313
231.5352509750718,0.00659940012214224,8.779880168298103e-05,0.006511601320459259
236.4479636532771,0.0009430128545030032,1.8437503823126088e-06,0.0009411691041206906
245.08826352508459,0.009667935684839939,0.0005356427305419133,0.009132292954298026
247.10821481030007,0.013317104445904223,0.00025183774248851277,0.01306526670341571
465.3012230711145,0.0003248440021449599,3.5236757950233975e-05,0.00028960724419472596
466.08169395101106,0.0002488031758493881,2.2548628643765737e-06,0.0002465483129850115
466.1809679655871,0.0011814126825693866,0.0001134448712496309,0.0010679678113197557
588.0232501742986,0.011052758932556084,7.290379099132443e-05,0.01097985514156476
589.6136659462252,0.006858056179527949,1.264986441813726e-05,0.0068454063151098124
592.9931295009676,0.01172153342873117,0.00020598500975937536,0.011515548418971793
627.0594226282125,0.00038150799242561245,2.706211714601454e-05,0.00035444587527959793
629.7672077802373,0.0010678430785603247,0.00011502131285338547,0.0009528217657069392
630.2356497025447,0.0010308044550618087,8.609576554611121e-05,0.0009447086895156975
717.8046904987298,0.03192644195910943,0.014002456854974709,0.01792398510413472
718.2042081911374,0.05064639858300888,0.032139323535435714,0.018507075047573165
719.5041827759471,0.05204615928081999,0.03204191233943653,0.02000424694138345
745.8645094391371,0.003478544023191356,0.0023535573289655046,0.0011249866942258512
746.6192922248503,0.0053141177695806875,0.0006177308425369127,0.0046963869270437745
750.5672689351521,0.000973996352303936,0.00022733802149128187,0.0007466583308126542
765.06317684663,0.010143557939079617,9.250897245267267e-05,0.010051048966626945
765.755721442164,0.014862785262463454,0.00013817928022506371,0.01472460598223839
766.5005963796403,0.008070415861377623,5.05984661074075e-06,0.008065356014766881
