name,frame_index,n_atoms,ref_energy_eV,ref_forces_eVA_full,ref_dipole_x_eA,ref_dipole_y_eA,ref_dipole_z_eA,ref_alpha_xx_eA2V,ref_alpha_xy_eA2V,ref_alpha_xz_eA2V,ref_alpha_yy_eA2V,ref_alpha_yz_eA2V,ref_alpha_zz_eA2V,ref_fmax_eVA,pred_energy_eV,pred_forces_eVA_full,pred_dipole_x_eA,pred_dipole_y_eA,pred_dipole_z_eA,pred_alpha_xx_eA2V,pred_alpha_xy_eA2V,pred_alpha_xz_eA2V,pred_alpha_yy_eA2V,pred_alpha_yz_eA2V,pred_alpha_zz_eA2V,pred_fmax_eVA
01a-water,0,9,-6244.055391497005,"-0.0005193184,0.0002535464,0.0002911819;0.0003299154,-0.0000241876,-0.0002646342;0.0001261202,-0.0002049449,0.0000422573;0.0002056650,-0.0001858636,0.0002651388;-0.0000759393,0.0001478180,-0.0001576989;-0.0001093931,-0.0001022915,-0.0001059628;0.0001517519,-0.0003965712,0.0003153668;-0.0000899839,0.0002265665,-0.0002774172;-0.0000188180,0.0002859277,-0.0001082318",-0.0359604093,-0.1380752759,0.179770266,0.3227385458,0.0020991933,-0.0028155892,0.2957791959,0.0264959057,0.2960829413,0.0006471199861070047,-6244.021150144858,"-0.0365803806,0.0082541840,0.0082268183;-0.0164823837,0.0018450028,0.0007258109;-0.0134295636,-0.0192458678,-0.0087215319;0.0465677546,-0.0371047362,-0.0061869836;0.0027871666,-0.0035275710,-0.0295107300;0.0087305963,0.0006716098,-0.0027856944;-0.0093431731,0.0341457457,-0.0044483667;0.0150199324,0.0022025546,0.0215943498;0.0027300512,0.0127590781,0.0211063277",-0.03669183242736635,-0.13875694078529438,0.17938056299766197,0.3202919493009238,0.002492438504242138,-0.0030892087676054436,0.29325175671371295,0.026141855698577302,0.2941841599001475,0.05986314377060561
01b-water,1,9,-6244.055251163505,"0.0005236965,-0.0004778277,-0.0004894382;0.0003110163,-0.0000162737,-0.0001669402;-0.0006128253,0.0007578936,0.0004260527;0.0000285338,0.0002442970,0.0000429036;0.0000386707,-0.0002493395,0.0000394696;-0.0000933823,0.0000882809,0.0001184896;-0.0000686259,-0.0001488326,-0.0000509900;-0.0001290436,-0.0001217958,-0.0000225684;0.0000019594,-0.0000764021,0.0001030215",-0.2226147983,0.0526293904,-0.0250393538,0.2693794841,-0.0006220348,-0.0014783973,0.3228048495,-0.0003717606,0.322540448,0.0010637097632429345,-6244.021163349379,"0.0025361998,0.0378768927,-0.0038768426;0.0018866698,0.0173116662,0.0019158010;-0.0076091681,0.0097251071,0.0223487713;-0.0248475045,-0.0505782167,0.0193903559;0.0172751390,-0.0097731762,0.0218319248;0.0019668449,-0.0087265012,-0.0004107103;0.0275380743,0.0122052623,-0.0183284758;-0.0134784669,-0.0106686798,-0.0187727527;-0.0052677884,0.0026276456,-0.0240980716",-0.22281790619453942,0.053196436479451936,-0.024178763198886833,0.26733115583943523,-0.0011961085879779955,-0.0011939601996294796,0.32072413519347903,-0.0003089445331840412,0.31967260034201406,0.0595948016844952
01c-water,2,9,-6244.055431654317,"-0.0045895044,-0.0023313706,-0.0017096955;0.0019040665,0.0011581691,-0.0011360111;0.0036271839,0.0012244477,0.0033865205;0.0000797891,-0.0018737504,0.0004677871;0.0001217059,0.0002987989,0.0001142490;-0.0013588912,0.0003217221,-0.0028664083;-0.0019231024,0.0021121734,-0.0009636107;0.0008959564,-0.0025637395,-0.0001316038;0.0012427961,0.0016535492,0.0028387728",-0.0067529124,0.0103628969,-0.2271604247,0.3222882145,6.5253e-05,-0.0017702958,0.3209747562,-0.0111745814,0.2715957139,0.005424195628375139,-6244.021457012857,"-0.0145546413,0.0218512080,0.0212056635;-0.0193985765,0.0120165370,-0.0085758807;-0.0184546037,-0.0031467457,-0.0092395634;-0.0029471419,-0.0596515784,-0.0118159359;-0.0048248369,-0.0067052261,0.0031709105;0.0160645486,-0.0128488322,0.0183792277;0.0109324670,0.0348959984,-0.0055087716;0.0235487595,-0.0036320269,-0.0073472495;0.0096340251,0.0172206659,-0.0002684005",-0.005756430499224257,0.010435717719899377,-0.22739965837876003,0.31973855405999124,-0.00026252418438061113,-0.001892993159448317,0.31806709011271617,-0.011812017501609023,0.26998748405278056,0.06088195784013986
02a-formaldehyde,3,12,-9353.910461667727,"-0.0003358101,-0.0004245557,0.0000301742;0.0005959406,0.0005225968,0.0002082624;-0.0001910812,0.0000446883,0.0000396485;-0.0000551065,0.0001397107,-0.0003792090;0.0001690783,0.0004831296,0.0006833883;0.0011307059,-0.0003680526,-0.0013201907;-0.0002823254,-0.0002429623,-0.0000339594;-0.0011686250,-0.0002140685,0.0007354787;0.0004680843,-0.0001428895,-0.0001567512;-0.0006597466,-0.0001098298,0.0007454168;0.0002929566,0.0001108961,-0.0002484398;0.0000359293,0.0002013366,-0.0003038187",0.2108043128,-0.0766726978,0.0127282741,0.5783782899,-0.0221667777,0.0088005581,0.4851612401,0.0288115644,0.5923069023,0.0017767560420688204,-9353.778191337593,"0.0423343778,-0.0033163466,-0.0119782985;0.0808301064,-0.0343377006,-0.0420662994;0.0129918572,-0.0048505862,0.0260193189;-0.0157452596,0.0212717557,0.0122754826;-0.1591833708,-0.0801908934,-0.0410304996;0.1031608605,0.0631878604,-0.0356532063;-0.0495569307,0.0861356641,0.0160512197;-0.0439825281,-0.0073594755,0.0147946540;0.0071371837,-0.0275012315,0.0935724670;0.0127487061,0.0414614856,-0.1268153118;-0.0016757723,-0.0356768102,0.0888718436;0.0109407697,-0.0188237218,0.0059586300",0.22494390164634595,-0.07647369122005246,0.003063580504848021,0.5622093315178626,-0.019426785490066555,0.00822165941915708,0.48850707551380346,0.029900273397014596,0.5837572901763505,0.18290277972396282
02b-formaldehyde,4,12,-9353.91652797537,"0.0008689069,-0.0010056457,0.0002930384;-0.0017099659,0.0010388766,-0.0005586382;0.0002982246,-0.0002694917,0.0002762484;-0.0001435369,-0.0001890210,0.0000355980;-0.0002162109,-0.0012155242,0.0001002670;-0.0010071020,0.0012165752,-0.0002010290;0.0005197997,-0.0002797979,-0.0004881138;0.0009111559,0.0000871735,0.0008062129;-0.0005515242,0.0003677605,-0.0004286523;0.0006324143,-0.0022361283,-0.0001875091;0.0001269745,0.0012840528,0.0000342668;0.0002708642,0.0012011705,0.0003183110",-0.1619448406,-0.0959587686,0.1893473844,0.5469203457,-0.0293759216,-0.0389325276,0.532267343,-0.0378543161,0.5630122988,0.0023313895606457942,-9353.790385738588,"0.0132711271,0.0619838377,-0.1395102474;0.0026759832,-0.0711883797,0.0184856662;-0.0836643222,-0.0167930000,-0.0103861601;0.0147122602,0.0184728566,0.0041270279;0.0240763275,0.0202696354,-0.0011100213;-0.0063465870,0.0471379517,0.1043777265;-0.0307175593,0.0017697578,0.0055734377;0.0094499344,0.0042996287,-0.0194706196;-0.0215447140,-0.1250129413,-0.0464820933;0.0550290252,0.0702863138,0.1099639138;-0.0219375566,-0.0186739837,-0.0263592082;0.0449960815,0.0074483230,0.0007905779",-0.15755669963796048,-0.09491795805353206,0.20185034626926887,0.5472709860737964,-0.021694664504379613,-0.04232724007032693,0.5203028343249282,-0.03750227185905683,0.5512250339477537,0.15323585766408915
02c-formaldehyde,5,12,-9353.91664745379,"-0.0003635997,-0.0002949709,-0.0000698076;-0.0002089594,-0.0009403384,-0.0004394512;0.0004146866,0.0000065369,0.0002828603;-0.0001092383,0.0004573484,-0.0001042917;0.0008049977,-0.0003184277,0.0008784127;-0.0011424242,0.0015101055,-0.0007549924;-0.0000527020,-0.0000970312,-0.0000319538;0.0004858769,-0.0002566666,-0.0000328274;0.0007391417,-0.0000930672,-0.0001857139;-0.0002476026,0.0002918682,-0.0005477157;-0.0005753115,0.0001433829,0.0005659834;0.0002551350,-0.0004087403,0.0004394970",-0.0617133422,0.1990497385,-0.170208401,0.4962785635,0.0230332002,0.0308514543,0.5757471104,-0.0252424373,0.5700630914,0.0020385203452341727,-9353.790336929158,"0.0254754490,-0.0215819315,0.0035480051;0.0579411170,0.0196314306,-0.0985839631;-0.0014931164,-0.0150991763,0.0171120498;-0.0224779065,0.0059197486,-0.0215959478;-0.0712916187,0.0840831589,0.0835933116;0.1172683098,-0.0102918561,-0.0833229312;0.0402637538,-0.0107439303,0.0225736995;-0.0354239845,0.0047620299,0.0167170392;-0.0462523161,-0.1278843562,0.0652007239;-0.0064748503,0.0677036659,0.0277085716;0.0195918832,-0.0134327134,-0.0038733496;-0.0771267203,0.0169339298,-0.0290772091",-0.05174977107147426,0.20385047774853107,-0.17684407334727978,0.4931584174625112,0.015259651909185986,0.03477131242584305,0.5656537503860254,-0.030288664165463025,0.5599023845915359,0.1508138577850911
03a-methanol_ethyne,6,18,-9453.61124987854,"-0.0002447483,0.0003548276,-0.0005952019;0.0003325709,-0.0004829139,0.0008526697;-0.0000159779,0.0002242170,-0.0004329654;0.0000310031,-0.0000849879,-0.0000251754;0.0000576742,-0.0001032760,-0.0000191592;0.0000302437,-0.0001433258,-0.0000030577;-0.0001349488,0.0000635434,-0.0000582067;0.0001998230,-0.0003449757,0.0002327880;-0.0000586376,0.0002100318,-0.0000556101;-0.0000341788,-0.0000186039,0.0000467493;-0.0000104004,-0.0000452787,0.0001126563;0.0000181318,-0.0000573708,0.0000256561;-0.0000563304,0.0007584599,-0.0003778450;-0.0000274225,-0.0001412359,0.0000283069;0.0000461847,-0.0005076831,0.0000145668;-0.0000882713,0.0001193987,0.0001308473;-0.0000031144,0.0001036965,0.0000773643;-0.0000416006,0.0000954774,0.0000456184",0.6331620336,0.0429342749,-0.2115604456,0.6767847724,-0.0111181457,0.0082099822,0.7081775269,-0.034000326,0.605007979,0.0010348211708493937,-9453.548706908941,"0.0054592430,0.0119949978,0.0083539206;-0.0264259537,-0.0219248460,0.0090328441;0.0194460222,0.0299584806,0.0037087772;-0.0018386339,-0.0036273452,-0.0030190841;-0.0159792444,-0.0185415743,-0.0071338673;0.0056888367,-0.0023549242,0.0097255381;0.0455234693,-0.0676241975,0.0236568469;-0.0263140257,0.0332476365,-0.0285002750;0.0079250132,-0.0053841328,-0.0370754779;-0.0178764376,0.0000258309,0.0159158726;-0.0017433100,0.0267898213,0.0020553780;-0.0069365505,-0.0082448481,-0.0029780639;-0.0273911431,0.0238846396,0.0038523035;0.0226496435,-0.0142269849,-0.0053193524;-0.0214331866,-0.0331569457,-0.0118872727;-0.0054781872,0.0075461196,0.0071101046;0.0523208233,0.0312504646,0.0022449252;-0.0075963784,0.0103878076,0.0102568825",0.6356241438802611,0.04914691109999596,-0.21115729082945903,0.674020330612235,-0.010764501236873721,0.008105182161030981,0.7060218130787579,-0.033825170510801535,0.6034913914339564,0.0848826527520387
03b-methanol_ethyne,7,16,-8408.149222883694,"0.0001883064,-0.0000925259,-0.0004309976;-0.0004747531,-0.0001022917,0.0012418656;0.0002863695,0.0004822119,-0.0005405562;-0.0000699643,-0.0000905971,0.0001156531;-0.0000627823,-0.0000547516,0.0000684494;-0.0000579478,-0.0001137258,0.0001036117;0.0004804216,-0.0003057418,-0.0008658263;-0.0002399448,0.0002665134,0.0001674375;0.0002931775,-0.0001318212,0.0001068822;-0.0001391942,-0.0000358642,-0.0000027492;-0.0001536237,0.0001676041,0.0000256616;-0.0000376851,0.0000551602,0.0000137406;-0.0001759000,0.0000416091,0.0000043358;0.0001583735,-0.0000055494,0.0000063186;-0.0000823242,-0.0000829184,-0.0000462606;0.0000874711,0.0000026881,0.0000324341",0.4971694918,0.0019665373,0.113953554,0.6861284008,0.0232250862,-0.0475547284,0.6194575643,-0.050470559,0.7397538691,0.0013334482615804258,-8408.1227680557,"-0.0458637107,-0.0128202226,0.0172962649;-0.0015632241,0.0057086702,0.0018876392;0.0555240526,0.0231928949,0.0056090810;0.0080273925,-0.0117658905,0.0056280172;-0.0168943528,-0.0089001941,-0.0102342561;-0.0103152234,0.0086251442,0.0029169438;0.0167598572,-0.0202186398,0.0605066730;-0.0042822711,-0.0027040037,-0.0105577042;-0.0178533305,0.0219606880,0.0152550063;0.0095604748,-0.0167274109,-0.0044589474;0.0321654492,0.0053002277,-0.0121567729;-0.0236443273,0.0010383817,-0.0063766427;-0.0674281939,-0.0724049188,0.0531121498;0.0049110209,-0.0096044776,-0.0040292224;0.0623529206,0.1451230128,-0.1292281376;-0.0014565340,-0.0558032614,0.0148299080",0.5004207871703006,0.0022771027054711342,0.11590248472263029,0.6897643630088323,0.023768261553214032,-0.04489869191969736,0.623167935872339,-0.05111230301270229,0.7411569647049469,0.20407960964996666
03c-methanol_ethyne,8,16,-8408.295033000719,"0.0000495430,0.0002576041,0.0000306793;-0.0000492267,0.0000160824,-0.0000110545;-0.0000029568,-0.0010855748,-0.0000095494;0.0001310876,0.0002844720,0.0000304505;-0.0001007289,0.0001872768,-0.0000275622;-0.0001038041,0.0002931008,-0.0000935585;0.0003912602,0.0000503375,-0.0000645913;-0.0000767102,-0.0001348989,0.0001027427;-0.0002099668,0.0000624722,-0.0000926833;-0.0000415426,-0.0000266759,0.0001330868;0.0000402111,0.0001250862,-0.0000427643;-0.0000245773,-0.0000647382,0.0000080493;-0.0001368634,-0.0002095275,-0.0001830098;0.0000691435,0.0000968086,0.0000714929;0.0000881849,0.0001443451,0.0000969206;-0.0000230531,0.0000038295,0.0000513519",0.1804498946,-0.2170569109,0.0474789372,0.6217846764,-0.0644701736,0.0209998605,0.701787497,-0.0739686778,0.7403078023,0.0010856208270393674,-8408.2544532404,"0.0199715261,-0.0105945850,0.0291845406;0.0216954907,0.0254123972,-0.0279757635;-0.0344048675,0.0075970238,-0.0126075162;-0.0032003261,-0.0034490506,0.0164909567;0.0099423927,-0.0054563068,-0.0106465431;0.0056432292,-0.0245243906,-0.0061781897;-0.0681031633,-0.0224580761,0.1178858538;0.0172568799,0.0552353455,-0.0343255865;0.0544737639,-0.0409505061,-0.0029116505;0.0007058489,-0.0009681503,0.0010311504;-0.0153661335,-0.0096925483,0.0067721501;0.0001664600,0.0097481829,-0.0127349081;-0.0428751013,0.0385160284,-0.0652666399;0.0121372838,-0.0076880552,-0.0102120126;-0.0751127374,0.0673082548,-0.0209916193;0.0970694537,-0.0780355636,0.0324857779",0.17347698117970292,-0.21316383348331436,0.050870961597010635,0.6205795914511687,-0.06460374269530186,0.022554279809113946,0.7034543347578536,-0.07272686937988113,0.7365949480095517,0.13798362427980543
04a-acetonitrile,9,18,-10845.403180951143,"0.0003770279,0.0015102047,-0.0000294362;-0.0007469705,-0.0014131828,0.0007736088;-0.0004010970,-0.0003027832,-0.0005252003;0.0002925273,-0.0004460634,0.0002231922;-0.0006668049,-0.0004194282,0.0001521882;0.0006206448,0.0001705515,-0.0000742756;0.0022929830,-0.0012121404,0.0035908558;0.0004588852,0.0001861998,0.0010266715;-0.0010429626,0.0001079245,-0.0013481242;-0.0016044777,0.0028072078,-0.0021173672;-0.0006987734,-0.0006509195,-0.0004845867;-0.0000185605,0.0003872613,-0.0009220441;-0.0009775495,0.0014654479,0.0028713300;0.0005682188,-0.0004375733,-0.0017646462;0.0004848793,-0.0014894159,0.0014414339;0.0002432952,0.0000714930,-0.0001165880;0.0006459339,0.0002062328,-0.0024982769;0.0001728013,-0.0005410157,-0.0001987344",0.730893248,-0.0918897446,0.377287367,0.8948842507,-0.0647036156,0.1101451693,0.8039270955,-0.0522952644,0.9583461683,0.0044295937470601975,-10845.335986365435,"0.0032093318,0.0312735856,0.0694536835;0.0428480517,-0.0456384999,0.0769398983;-0.0170838579,-0.0197847193,0.0026969824;0.0071881194,0.0135680615,-0.0229320239;-0.0052168417,0.0062460973,-0.0458463037;-0.0124130967,0.0168150806,-0.0449697864;0.0321625668,-0.0285362212,-0.0421175083;0.0368640769,0.0065240121,-0.0109348251;-0.0722764814,0.0230639538,-0.0338518483;-0.0017521292,-0.0062125453,0.0260968254;0.0009623043,0.0000452010,0.0181417670;0.0204670647,0.0204692114,0.0253338907;-0.0253654443,0.0191721387,-0.0213610497;-0.0405084962,0.0429154408,-0.0311628609;-0.0102503624,-0.0269842073,0.0001545440;-0.0031201982,-0.0208545676,0.0013648820;0.0432771507,-0.0234390545,0.0316169742;0.0010082417,-0.0086429678,0.0013767588",0.7244214776296937,-0.09506278414689666,0.3746931385635292,0.9022272244617484,-0.06252092363193681,0.11032537755720077,0.8127133055875008,-0.05097899604923246,0.9587417014780656,0.09918959701005474
