name,frame_index,n_atoms,ref_energy_eV,ref_forces_eVA_full,ref_dipole_x_eA,ref_dipole_y_eA,ref_dipole_z_eA,ref_alpha_xx_eA2V,ref_alpha_xy_eA2V,ref_alpha_xz_eA2V,ref_alpha_yy_eA2V,ref_alpha_yz_eA2V,ref_alpha_zz_eA2V,ref_fmax_eVA,pred_energy_eV,pred_forces_eVA_full,pred_dipole_x_eA,pred_dipole_y_eA,pred_dipole_z_eA,pred_alpha_xx_eA2V,pred_alpha_xy_eA2V,pred_alpha_xz_eA2V,pred_alpha_yy_eA2V,pred_alpha_yz_eA2V,pred_alpha_zz_eA2V,pred_fmax_eVA
01a-water,0,9,-6244.055391497005,"-0.0005193184,0.0002535464,0.0002911819;0.0003299154,-0.0000241876,-0.0002646342;0.0001261202,-0.0002049449,0.0000422573;0.0002056650,-0.0001858636,0.0002651388;-0.0000759393,0.0001478180,-0.0001576989;-0.0001093931,-0.0001022915,-0.0001059628;0.0001517519,-0.0003965712,0.0003153668;-0.0000899839,0.0002265665,-0.0002774172;-0.0000188180,0.0002859277,-0.0001082318",-0.0359604093,-0.1380752759,0.179770266,0.3227385458,0.0020991933,-0.0028155892,0.2957791959,0.0264959057,0.2960829413,0.0006471199861070047,-6244.025927731401,"-0.0218428810,-0.0100832905,0.0048074844;-0.0129539002,0.0060902578,-0.0079520884;-0.0107129725,-0.0004675364,-0.0077880721;0.0264710452,-0.0069051721,-0.0201907576;0.0083274930,-0.0034805022,-0.0001649798;0.0090686331,-0.0105382610,-0.0009256395;-0.0003040637,0.0046180096,0.0281612856;-0.0012729962,0.0065140095,0.0011600119;0.0032196423,0.0142524854,0.0028927554",-0.036691832427366226,-0.13875694078529424,0.17938056299766209,0.3202919493009238,0.00249243850424213,-0.0030892087676054497,0.29325175671371295,0.0261418556985773,0.29418415990014757,0.03400094602329175
01b-water,1,9,-6244.055251163505,"0.0005236965,-0.0004778277,-0.0004894382;0.0003110163,-0.0000162737,-0.0001669402;-0.0006128253,0.0007578936,0.0004260527;0.0000285338,0.0002442970,0.0000429036;0.0000386707,-0.0002493395,0.0000394696;-0.0000933823,0.0000882809,0.0001184896;-0.0000686259,-0.0001488326,-0.0000509900;-0.0001290436,-0.0001217958,-0.0000225684;0.0000019594,-0.0000764021,0.0001030215",-0.2226147983,0.0526293904,-0.0250393538,0.2693794841,-0.0006220348,-0.0014783973,0.3228048495,-0.0003717606,0.322540448,0.0010637097632429345,-6244.025895590512,"-0.0091402311,0.0206694925,0.0076851795;0.0106940775,0.0126700402,0.0045284592;0.0052900613,0.0094078070,0.0082436492;0.0075613468,-0.0302813879,0.0131517760;-0.0031437321,-0.0094465537,0.0000756902;-0.0073847825,-0.0100265007,0.0058226712;-0.0167385497,0.0061446464,-0.0229855158;0.0045074001,0.0018904359,-0.0041257182;0.0083544097,-0.0010279799,-0.0123961912",-0.2228179061945395,0.05319643647945192,-0.02417876319888665,0.26733115583943523,-0.001196108587977996,-0.0011939601996294844,0.32072413519347903,-0.0003089445331840403,0.31967260034201406,0.033868947826758526
01c-water,2,9,-6244.055431654317,"-0.0045895044,-0.0023313706,-0.0017096955;0.0019040665,0.0011581691,-0.0011360111;0.0036271839,0.0012244477,0.0033865205;0.0000797891,-0.0018737504,0.0004677871;0.0001217059,0.0002987989,0.0001142490;-0.0013588912,0.0003217221,-0.0028664083;-0.0019231024,0.0021121734,-0.0009636107;0.0008959564,-0.0025637395,-0.0001316038;0.0012427961,0.0016535492,0.0028387728",-0.0067529124,0.0103628969,-0.2271604247,0.3222882145,6.5253e-05,-0.0017702958,0.3209747562,-0.0111745814,0.2715957139,0.005424195628375139,-6244.026045291865,"-0.0213743849,0.0096950051,-0.0210126047;-0.0104090733,0.0070379905,0.0060475462;-0.0002071664,0.0050867714,0.0070999602;-0.0004230765,-0.0323055259,0.0152165606;0.0004763378,-0.0123286742,-0.0050781902;-0.0030517964,-0.0085241280,-0.0035156958;0.0149617545,0.0122791407,-0.0126109246;0.0106800955,0.0046052511,0.0040476784;0.0093473096,0.0144541694,0.0098056699",-0.005756430499224254,0.010435717719899481,-0.22739965837876003,0.3197385540599912,-0.00026252418438060994,-0.0018929931594483102,0.31806709011271606,-0.011812017501609018,0.2699874840527805,0.035712318801090916
02a-formaldehyde,3,12,-9353.910461667727,"-0.0003358101,-0.0004245557,0.0000301742;0.0005959406,0.0005225968,0.0002082624;-0.0001910812,0.0000446883,0.0000396485;-0.0000551065,0.0001397107,-0.0003792090;0.0001690783,0.0004831296,0.0006833883;0.0011307059,-0.0003680526,-0.0013201907;-0.0002823254,-0.0002429623,-0.0000339594;-0.0011686250,-0.0002140685,0.0007354787;0.0004680843,-0.0001428895,-0.0001567512;-0.0006597466,-0.0001098298,0.0007454168;0.0002929566,0.0001108961,-0.0002484398;0.0000359293,0.0002013366,-0.0003038187",0.2108043128,-0.0766726978,0.0127282741,0.5783782899,-0.0221667777,0.0088005581,0.4851612401,0.0288115644,0.5923069023,0.0017767560420688204,-9353.834401878912,"0.0068365547,-0.0137673903,-0.0333983669;0.1178878580,-0.0025374214,0.0080027807;0.0012493231,-0.0023612862,-0.0053166480;-0.0118920769,-0.0034862328,-0.0137337103;-0.0541455570,0.0084605243,0.0189010027;-0.0501074215,0.0564952124,-0.0211905479;-0.0366662472,-0.0253593186,-0.0028090722;-0.0012482171,0.0026111672,0.0099545192;0.0559717876,-0.0172390429,-0.0066024373;-0.0207021651,0.0140215604,0.0321290816;-0.0190903576,-0.0097323695,0.0327183530;0.0119065189,-0.0071054025,-0.0186549546",0.22494390164634576,-0.07647369122005247,0.003063580504847771,0.5622093315178626,-0.01942678549006655,0.008221659419157064,0.4885070755138034,0.029900273397014596,0.5837572901763505,0.1181864208342267
02b-formaldehyde,4,12,-9353.91652797537,"0.0008689069,-0.0010056457,0.0002930384;-0.0017099659,0.0010388766,-0.0005586382;0.0002982246,-0.0002694917,0.0002762484;-0.0001435369,-0.0001890210,0.0000355980;-0.0002162109,-0.0012155242,0.0001002670;-0.0010071020,0.0012165752,-0.0002010290;0.0005197997,-0.0002797979,-0.0004881138;0.0009111559,0.0000871735,0.0008062129;-0.0005515242,0.0003677605,-0.0004286523;0.0006324143,-0.0022361283,-0.0001875091;0.0001269745,0.0012840528,0.0000342668;0.0002708642,0.0012011705,0.0003183110",-0.1619448406,-0.0959587686,0.1893473844,0.5469203457,-0.0293759216,-0.0389325276,0.532267343,-0.0378543161,0.5630122988,0.0023313895606457942,-9353.854032603875,"-0.0580697203,-0.0095514143,-0.0158183925;0.0305566510,0.0204459031,-0.0513122351;0.0213280169,0.0057005758,-0.0225185836;-0.0193361752,0.0145244096,0.0335193583;-0.0265204889,-0.0397935043,-0.0210924501;0.0033715679,0.1019285340,0.0235120162;-0.0166948410,0.0017390721,0.0141175186;0.0036842865,-0.0323883086,0.0143147014;0.0144967586,-0.0331365285,-0.0171669149;0.0423112453,-0.0148827641,0.0605978025;0.0084477076,0.0070014756,-0.0192919699;-0.0035750083,-0.0215874504,0.0011391491",-0.15755669963796048,-0.09491795805353205,0.2018503462692689,0.5472709860737964,-0.021694664504379613,-0.04232724007032693,0.5203028343249282,-0.037502271859056864,0.5512250339477537,0.10465948800242536
02c-formaldehyde,5,12,-9353.91664745379,"-0.0003635997,-0.0002949709,-0.0000698076;-0.0002089594,-0.0009403384,-0.0004394512;0.0004146866,0.0000065369,0.0002828603;-0.0001092383,0.0004573484,-0.0001042917;0.0008049977,-0.0003184277,0.0008784127;-0.0011424242,0.0015101055,-0.0007549924;-0.0000527020,-0.0000970312,-0.0000319538;0.0004858769,-0.0002566666,-0.0000328274;0.0007391417,-0.0000930672,-0.0001857139;-0.0002476026,0.0002918682,-0.0005477157;-0.0005753115,0.0001433829,0.0005659834;0.0002551350,-0.0004087403,0.0004394970",-0.0617133422,0.1990497385,-0.170208401,0.4962785635,0.0230332002,0.0308514543,0.5757471104,-0.0252424373,0.5700630914,0.0020385203452341727,-9353.85424769788,"-0.0427213883,0.0220905267,0.0172168826;0.0401892812,-0.0701045074,-0.0669376247;0.0019767780,0.0340861039,0.0095131657;-0.0064274732,0.0082281409,-0.0202267681;-0.0068466817,0.0173444841,0.0351025399;0.0644162777,0.0363095512,-0.0067963396;-0.0076258040,0.0204106746,0.0091535895;-0.0016942724,-0.0163137958,0.0145185129;-0.0584414964,0.0059941181,-0.0184593809;0.0031519152,-0.0480847314,0.0426084917;0.0050371559,0.0094276705,-0.0395496281;0.0089857081,-0.0193882353,0.0238565590",-0.051749771071474285,0.20385047774853132,-0.1768440733472796,0.4931584174625112,0.015259651909186005,0.034771312425843054,0.5656537503860253,-0.030288664165463018,0.5599023845915359,0.1049307671200122
03a-methanol_ethyne,6,18,-9453.61124987854,"-0.0002447483,0.0003548276,-0.0005952019;0.0003325709,-0.0004829139,0.0008526697;-0.0000159779,0.0002242170,-0.0004329654;0.0000310031,-0.0000849879,-0.0000251754;0.0000576742,-0.0001032760,-0.0000191592;0.0000302437,-0.0001433258,-0.0000030577;-0.0001349488,0.0000635434,-0.0000582067;0.0001998230,-0.0003449757,0.0002327880;-0.0000586376,0.0002100318,-0.0000556101;-0.0000341788,-0.0000186039,0.0000467493;-0.0000104004,-0.0000452787,0.0001126563;0.0000181318,-0.0000573708,0.0000256561;-0.0000563304,0.0007584599,-0.0003778450;-0.0000274225,-0.0001412359,0.0000283069;0.0000461847,-0.0005076831,0.0000145668;-0.0000882713,0.0001193987,0.0001308473;-0.0000031144,0.0001036965,0.0000773643;-0.0000416006,0.0000954774,0.0000456184",0.6331620336,0.0429342749,-0.2115604456,0.6767847724,-0.0111181457,0.0082099822,0.7081775269,-0.034000326,0.605007979,0.0010348211708493937,-9453.594644799346,"0.0042352904,0.0082240063,-0.0234059611;0.0151522062,0.0075177986,0.0085728702;-0.0059000196,-0.0062920532,-0.0013660894;0.0001152084,0.0021366666,-0.0030587211;-0.0014963410,-0.0037112226,0.0085581123;0.0004630386,0.0025988049,0.0064941476;0.0121063482,-0.0130163610,0.0171849041;-0.0141233847,-0.0005580857,-0.0005387384;-0.0069336563,0.0010680101,0.0012374103;0.0019200869,0.0002967595,-0.0029915869;0.0004486071,0.0117234310,-0.0059839325;-0.0028574205,-0.0094403246,-0.0044502065;-0.0239330916,-0.0184702560,-0.0011301114;0.0083583177,0.0030880481,0.0003249579;-0.0071512298,0.0073847042,0.0108745404;0.0069521014,-0.0004362679,-0.0023278263;0.0131849374,0.0056607558,-0.0046955613;-0.0005409986,0.0022255862,-0.0032982078",0.6356241438802611,0.04914691109999575,-0.2111572908294594,0.674020330612235,-0.010764501236873718,0.008105182161030967,0.7060218130787579,-0.03382517051080154,0.6034913914339564,0.030252609531600146
03b-methanol_ethyne,7,16,-8408.149222883694,"0.0001883064,-0.0000925259,-0.0004309976;-0.0004747531,-0.0001022917,0.0012418656;0.0002863695,0.0004822119,-0.0005405562;-0.0000699643,-0.0000905971,0.0001156531;-0.0000627823,-0.0000547516,0.0000684494;-0.0000579478,-0.0001137258,0.0001036117;0.0004804216,-0.0003057418,-0.0008658263;-0.0002399448,0.0002665134,0.0001674375;0.0002931775,-0.0001318212,0.0001068822;-0.0001391942,-0.0000358642,-0.0000027492;-0.0001536237,0.0001676041,0.0000256616;-0.0000376851,0.0000551602,0.0000137406;-0.0001759000,0.0000416091,0.0000043358;0.0001583735,-0.0000055494,0.0000063186;-0.0000823242,-0.0000829184,-0.0000462606;0.0000874711,0.0000026881,0.0000324341",0.4971694918,0.0019665373,0.113953554,0.6861284008,0.0232250862,-0.0475547284,0.6194575643,-0.050470559,0.7397538691,0.0013334482615804258,-8408.142644213276,"-0.0208870863,-0.0059571994,-0.0037633849;0.0074696632,-0.0086033341,0.0187421118;0.0020475125,0.0101110345,-0.0119902961;0.0055825285,0.0009097875,-0.0021528944;-0.0067165602,-0.0057548002,0.0039023489;0.0095823359,-0.0014569978,0.0023634167;-0.0147213966,0.0212910391,-0.0000206684;0.0194387855,-0.0041124937,-0.0025984944;-0.0012340913,-0.0029397881,0.0120180422;-0.0007972790,-0.0024334823,-0.0108438262;0.0036843691,-0.0004770504,0.0016329925;-0.0001125768,0.0016420318,-0.0015566080;0.0001869941,0.0045577735,-0.0090566859;-0.0026932557,-0.0016571304,-0.0008262865;0.0016258241,-0.0024188906,0.0010621225;-0.0024557672,-0.0027004995,0.0030881101",0.5004207871703005,0.0022771027054712453,0.11590248472263054,0.6897643630088323,0.02376826155321404,-0.044898691919697344,0.623167935872339,-0.05111230301270228,0.7411569647049469,0.025884904644301578
03c-methanol_ethyne,8,16,-8408.295033000719,"0.0000495430,0.0002576041,0.0000306793;-0.0000492267,0.0000160824,-0.0000110545;-0.0000029568,-0.0010855748,-0.0000095494;0.0001310876,0.0002844720,0.0000304505;-0.0001007289,0.0001872768,-0.0000275622;-0.0001038041,0.0002931008,-0.0000935585;0.0003912602,0.0000503375,-0.0000645913;-0.0000767102,-0.0001348989,0.0001027427;-0.0002099668,0.0000624722,-0.0000926833;-0.0000415426,-0.0000266759,0.0001330868;0.0000402111,0.0001250862,-0.0000427643;-0.0000245773,-0.0000647382,0.0000080493;-0.0001368634,-0.0002095275,-0.0001830098;0.0000691435,0.0000968086,0.0000714929;0.0000881849,0.0001443451,0.0000969206;-0.0000230531,0.0000038295,0.0000513519",0.1804498946,-0.2170569109,0.0474789372,0.6217846764,-0.0644701736,0.0209998605,0.701787497,-0.0739686778,0.7403078023,0.0010856208270393674,-8408.277001693501,"-0.0059778203,-0.0010291110,0.0208594701;-0.0149547661,0.0119247839,-0.0353028551;0.0078234823,0.0119641527,0.0141206986;0.0001513581,-0.0035201644,-0.0064505802;0.0051333627,-0.0030072935,-0.0051482880;-0.0109519878,0.0061546534,0.0056723678;0.0016575697,0.0008878547,0.0012269634;0.0096948210,-0.0246819146,0.0140740934;-0.0015290247,0.0001123188,-0.0130791115;0.0035649157,0.0051452253,0.0041214158;-0.0000358794,0.0060431395,-0.0060949076;-0.0014326063,0.0048499049,-0.0038675421;-0.0325078050,0.0391359368,-0.0549076804;-0.0110233544,0.0073600791,-0.0030884808;0.0439497745,-0.0259447795,0.0141879548;0.0064379601,-0.0353947861,0.0536764817",0.17347698117970287,-0.2131638334833144,0.05087096159701089,0.6205795914511687,-0.06460374269530188,0.02255427980911394,0.7034543347578536,-0.07272686937988113,0.7365949480095517,0.07485474132519769
04a-acetonitrile,9,18,-10845.403180951143,"0.0003770279,0.0015102047,-0.0000294362;-0.0007469705,-0.0014131828,0.0007736088;-0.0004010970,-0.0003027832,-0.0005252003;0.0002925273,-0.0004460634,0.0002231922;-0.0006668049,-0.0004194282,0.0001521882;0.0006206448,0.0001705515,-0.0000742756;0.0022929830,-0.0012121404,0.0035908558;0.0004588852,0.0001861998,0.0010266715;-0.0010429626,0.0001079245,-0.0013481242;-0.0016044777,0.0028072078,-0.0021173672;-0.0006987734,-0.0006509195,-0.0004845867;-0.0000185605,0.0003872613,-0.0009220441;-0.0009775495,0.0014654479,0.0028713300;0.0005682188,-0.0004375733,-0.0017646462;0.0004848793,-0.0014894159,0.0014414339;0.0002432952,0.0000714930,-0.0001165880;0.0006459339,0.0002062328,-0.0024982769;0.0001728013,-0.0005410157,-0.0001987344",0.730893248,-0.0918897446,0.377287367,0.8948842507,-0.0647036156,0.1101451693,0.8039270955,-0.0522952644,0.9583461683,0.0044295937470601975,-10845.34084133212,"0.0203679964,0.0280829980,0.0055272830;0.0070293126,-0.0262996458,-0.0062659869;-0.0061294816,-0.0323683638,0.0023196084;-0.0143587076,0.0077005402,0.0128803989;-0.0118097263,-0.0179416537,-0.0261902854;0.0197240735,-0.0050181428,-0.0078849400;0.0047539069,-0.0079771357,-0.0246285568;0.0031666502,0.0089355900,0.0126645506;-0.0338409897,0.0197609932,0.0083072107;-0.0054027341,0.0024741480,0.0090323387;0.0036412243,-0.0052646938,-0.0051211446;-0.0027581189,0.0090429943,0.0074603128;-0.0043181261,-0.0134389454,-0.0108123040;-0.0198565671,0.0361599057,0.0039034666;0.0121502807,-0.0073952656,0.0076868895;-0.0019984189,-0.0082293816,-0.0071420679;0.0376522602,0.0153320445,0.0095291570;-0.0080128344,-0.0035559856,0.0087340694",0.7244214776296936,-0.09506278414689687,0.3746931385635288,0.9022272244617484,-0.06252092363193684,0.11032537755720079,0.8127133055875008,-0.05097899604923244,0.9587417014780656,0.041756066877695654
