name,frame_index,n_atoms,ref_energy_eV,ref_forces_eVA_full,ref_dipole_x_eA,ref_dipole_y_eA,ref_dipole_z_eA,ref_alpha_xx_eA2V,ref_alpha_xy_eA2V,ref_alpha_xz_eA2V,ref_alpha_yy_eA2V,ref_alpha_yz_eA2V,ref_alpha_zz_eA2V,ref_fmax_eVA,pred_energy_eV,pred_forces_eVA_full,pred_dipole_x_eA,pred_dipole_y_eA,pred_dipole_z_eA,pred_alpha_xx_eA2V,pred_alpha_xy_eA2V,pred_alpha_xz_eA2V,pred_alpha_yy_eA2V,pred_alpha_yz_eA2V,pred_alpha_zz_eA2V,pred_fmax_eVA
01a-water,0,9,-6244.055391497005,"-0.0005193184,0.0002535464,0.0002911819;0.0003299154,-0.0000241876,-0.0002646342;0.0001261202,-0.0002049449,0.0000422573;0.0002056650,-0.0001858636,0.0002651388;-0.0000759393,0.0001478180,-0.0001576989;-0.0001093931,-0.0001022915,-0.0001059628;0.0001517519,-0.0003965712,0.0003153668;-0.0000899839,0.0002265665,-0.0002774172;-0.0000188180,0.0002859277,-0.0001082318",-0.0359604093,-0.1380752759,0.179770266,0.3227385458,0.0020991933,-0.0028155892,0.2957791959,0.0264959057,0.2960829413,0.0006471199861070047,-6244.051580837619,"0.0043905510,0.0219481681,0.0117988637;0.0170651673,-0.0176670066,-0.0069003435;-0.0122334197,-0.0093476903,0.0001101703;-0.0205808348,-0.0150982459,0.0055153423;0.0095115348,0.0177369393,0.0132093345;0.0174149665,0.0045078319,-0.0157666824;0.0138258841,-0.0078095927,-0.0238556173;-0.0287929836,0.0008386384,-0.0029542708;-0.0006008656,0.0048909578,0.0188432031",-0.03669183242736629,-0.13875694078529427,0.179380562997662,0.32029194930092375,0.0024924385042421333,-0.0030892087676054367,0.2932517567137129,0.0261418556985773,0.2941841599001475,0.02895629353865242
01b-water,1,9,-6244.055251163505,"0.0005236965,-0.0004778277,-0.0004894382;0.0003110163,-0.0000162737,-0.0001669402;-0.0006128253,0.0007578936,0.0004260527;0.0000285338,0.0002442970,0.0000429036;0.0000386707,-0.0002493395,0.0000394696;-0.0000933823,0.0000882809,0.0001184896;-0.0000686259,-0.0001488326,-0.0000509900;-0.0001290436,-0.0001217958,-0.0000225684;0.0000019594,-0.0000764021,0.0001030215",-0.2226147983,0.0526293904,-0.0250393538,0.2693794841,-0.0006220348,-0.0014783973,0.3228048495,-0.0003717606,0.322540448,0.0010637097632429345,-6244.051581540068,"0.0079574179,0.0000144232,-0.0245774070;-0.0086645504,-0.0190926362,0.0133539050;-0.0064661760,0.0113526949,0.0091189255;-0.0137553805,0.0196435991,0.0107255114;0.0029060179,-0.0057514843,-0.0239984467;0.0133242621,-0.0192194596,0.0041848945;0.0093919749,-0.0189467751,0.0188766801;0.0045520720,0.0273717392,0.0087406690;-0.0092456381,0.0046278987,-0.0164247318",-0.22281790619453945,0.053196436479451915,-0.024178763198886656,0.26733115583943534,-0.0011961085879779987,-0.0011939601996294818,0.3207241351934791,-0.0003089445331840377,0.31967260034201406,0.029091798906397598
01c-water,2,9,-6244.055431654317,"-0.0045895044,-0.0023313706,-0.0017096955;0.0019040665,0.0011581691,-0.0011360111;0.0036271839,0.0012244477,0.0033865205;0.0000797891,-0.0018737504,0.0004677871;0.0001217059,0.0002987989,0.0001142490;-0.0013588912,0.0003217221,-0.0028664083;-0.0019231024,0.0021121734,-0.0009636107;0.0008959564,-0.0025637395,-0.0001316038;0.0012427961,0.0016535492,0.0028387728",-0.0067529124,0.0103628969,-0.2271604247,0.3222882145,6.5253e-05,-0.0017702958,0.3209747562,-0.0111745814,0.2715957139,0.005424195628375139,-6244.051613828364,"0.0060736741,-0.0242745062,0.0134934706;-0.0118679889,0.0095296952,-0.0128584335;0.0223366331,0.0227264023,0.0032363014;0.0184365170,0.0087125106,-0.0156110406;-0.0047784931,-0.0154447960,0.0167006562;-0.0238344934,0.0060750259,-0.0005354161;-0.0234742473,0.0110003910,0.0053706717;0.0123624560,0.0034071013,-0.0078318237;0.0047459424,-0.0217318242,-0.0019643858",-0.005756430499224199,0.01043571771989937,-0.22739965837876003,0.3197385540599912,-0.0002625241843806117,-0.001892993159448308,0.31806709011271606,-0.011812017501609016,0.2699874840527805,0.032029489350494544
02a-formaldehyde,3,12,-9353.910461667727,"-0.0003358101,-0.0004245557,0.0000301742;0.0005959406,0.0005225968,0.0002082624;-0.0001910812,0.0000446883,0.0000396485;-0.0000551065,0.0001397107,-0.0003792090;0.0001690783,0.0004831296,0.0006833883;0.0011307059,-0.0003680526,-0.0013201907;-0.0002823254,-0.0002429623,-0.0000339594;-0.0011686250,-0.0002140685,0.0007354787;0.0004680843,-0.0001428895,-0.0001567512;-0.0006597466,-0.0001098298,0.0007454168;0.0002929566,0.0001108961,-0.0002484398;0.0000359293,0.0002013366,-0.0003038187",0.2108043128,-0.0766726978,0.0127282741,0.5783782899,-0.0221667777,0.0088005581,0.4851612401,0.0288115644,0.5923069023,0.0017767560420688204,-9353.82052776228,"0.0174811316,-0.0434985974,-0.0624635003;0.1440591419,-0.0510320695,-0.0459524818;0.0166292866,0.0046437895,-0.0011863473;-0.0004292490,0.0140067271,0.0001395940;-0.0284255828,-0.0354751582,-0.0115636959;-0.0629207217,0.1348394509,0.0511358628;-0.0943621631,0.0069406267,-0.0023979900;-0.0059784965,-0.0131847662,0.0439831951;-0.0141772595,0.0150691250,-0.0334485906;0.0044062864,-0.0186722602,0.0436872836;0.0081243620,-0.0037286389,0.0221164496;0.0155932641,-0.0099082288,-0.0040497792",0.22494390164634595,-0.07647369122005256,0.0030635805048478335,0.5622093315178627,-0.019426785490066552,0.008221659419157071,0.4885070755138035,0.029900273397014586,0.5837572901763506,0.15958990904266537
02b-formaldehyde,4,12,-9353.91652797537,"0.0008689069,-0.0010056457,0.0002930384;-0.0017099659,0.0010388766,-0.0005586382;0.0002982246,-0.0002694917,0.0002762484;-0.0001435369,-0.0001890210,0.0000355980;-0.0002162109,-0.0012155242,0.0001002670;-0.0010071020,0.0012165752,-0.0002010290;0.0005197997,-0.0002797979,-0.0004881138;0.0009111559,0.0000871735,0.0008062129;-0.0005515242,0.0003677605,-0.0004286523;0.0006324143,-0.0022361283,-0.0001875091;0.0001269745,0.0012840528,0.0000342668;0.0002708642,0.0012011705,0.0003183110",-0.1619448406,-0.0959587686,0.1893473844,0.5469203457,-0.0293759216,-0.0389325276,0.532267343,-0.0378543161,0.5630122988,0.0023313895606457942,-9353.835707136717,"-0.0036741512,-0.0120840142,-0.0185384040;-0.0498315435,0.0087242973,-0.0347647867;-0.0290036148,0.0062667541,-0.0444280800;0.0011670563,0.0354935303,0.0185691694;-0.0344174805,-0.0446391459,0.0035323441;-0.0431011823,0.1022357940,0.0689843302;-0.0054865870,0.0134355888,-0.0032159140;0.0249147374,-0.0178536582,-0.0119554254;-0.0051736916,-0.0418948425,0.0172032857;0.1361313250,0.0058219983,0.0324499469;-0.0082894700,-0.0074402525,-0.0312435340;0.0167646022,-0.0480660494,0.0034070677",-0.15755669963796032,-0.09491795805353209,0.2018503462692691,0.5472709860737962,-0.021694664504379596,-0.04232724007032693,0.5203028343249281,-0.03750227185905684,0.5512250339477535,0.14006652834853467
02c-formaldehyde,5,12,-9353.91664745379,"-0.0003635997,-0.0002949709,-0.0000698076;-0.0002089594,-0.0009403384,-0.0004394512;0.0004146866,0.0000065369,0.0002828603;-0.0001092383,0.0004573484,-0.0001042917;0.0008049977,-0.0003184277,0.0008784127;-0.0011424242,0.0015101055,-0.0007549924;-0.0000527020,-0.0000970312,-0.0000319538;0.0004858769,-0.0002566666,-0.0000328274;0.0007391417,-0.0000930672,-0.0001857139;-0.0002476026,0.0002918682,-0.0005477157;-0.0005753115,0.0001433829,0.0005659834;0.0002551350,-0.0004087403,0.0004394970",-0.0617133422,0.1990497385,-0.170208401,0.4962785635,0.0230332002,0.0308514543,0.5757471104,-0.0252424373,0.5700630914,0.0020385203452341727,-9353.835431667838,"-0.0386320896,0.0405624583,-0.0023440000;0.0232722183,-0.0403747942,-0.1239629430;0.0102551010,0.0050471201,0.0309989459;-0.0029691065,-0.0127982543,-0.0089050835;-0.0085292932,0.0461887085,0.0064628049;0.1308515887,-0.0097491581,0.0517354106;0.0049286900,0.0419996297,0.0353258446;-0.0250983011,-0.0098382195,0.0208591072;-0.0147061059,0.0019026798,0.0130980103;-0.0569381116,-0.0204115396,-0.0045017480;0.0202519265,-0.0176074470,-0.0292712577;-0.0426865166,-0.0249211837,0.0105049087",-0.051749771071474236,0.2038504777485312,-0.17684407334727975,0.4931584174625113,0.015259651909185993,0.03477131242584304,0.5656537503860254,-0.03028866416546303,0.559902384591536,0.14104515967759446
03a-methanol_ethyne,6,18,-9453.61124987854,"-0.0002447483,0.0003548276,-0.0005952019;0.0003325709,-0.0004829139,0.0008526697;-0.0000159779,0.0002242170,-0.0004329654;0.0000310031,-0.0000849879,-0.0000251754;0.0000576742,-0.0001032760,-0.0000191592;0.0000302437,-0.0001433258,-0.0000030577;-0.0001349488,0.0000635434,-0.0000582067;0.0001998230,-0.0003449757,0.0002327880;-0.0000586376,0.0002100318,-0.0000556101;-0.0000341788,-0.0000186039,0.0000467493;-0.0000104004,-0.0000452787,0.0001126563;0.0000181318,-0.0000573708,0.0000256561;-0.0000563304,0.0007584599,-0.0003778450;-0.0000274225,-0.0001412359,0.0000283069;0.0000461847,-0.0005076831,0.0000145668;-0.0000882713,0.0001193987,0.0001308473;-0.0000031144,0.0001036965,0.0000773643;-0.0000416006,0.0000954774,0.0000456184",0.6331620336,0.0429342749,-0.2115604456,0.6767847724,-0.0111181457,0.0082099822,0.7081775269,-0.034000326,0.605007979,0.0010348211708493937,-9453.585120563625,"-0.0207485313,0.0040560915,0.0010134156;-0.0076938300,0.0233442413,-0.0030066794;-0.0044690900,-0.0055471374,-0.0190674777;0.0035779167,-0.0057220757,0.0116689243;-0.0024818253,-0.0056098498,0.0066654090;0.0045305417,0.0057708535,-0.0017088427;0.0010145239,-0.0157845620,0.0117651729;-0.0018000421,-0.0032639320,-0.0066692521;-0.0070224521,0.0120934264,0.0029503069;0.0052104223,-0.0108946923,0.0051990557;-0.0040905966,0.0011182333,-0.0061096988;-0.0044040912,-0.0059375645,-0.0081594875;-0.0086466450,0.0043909784,0.0176647120;0.0185510975,-0.0058543321,-0.0128205430;-0.0160134404,-0.0124482443,0.0073336180;0.0041349452,0.0127527939,-0.0030044779;0.0366203027,-0.0005211568,-0.0057629490;0.0037307941,0.0080569288,0.0020487938",0.6356241438802611,0.04914691109999558,-0.2111572908294591,0.674020330612235,-0.01076450123687373,0.008105182161030969,0.7060218130787579,-0.033825170510801535,0.6034913914339564,0.03707465108922496
03b-methanol_ethyne,7,16,-8408.149222883694,"0.0001883064,-0.0000925259,-0.0004309976;-0.0004747531,-0.0001022917,0.0012418656;0.0002863695,0.0004822119,-0.0005405562;-0.0000699643,-0.0000905971,0.0001156531;-0.0000627823,-0.0000547516,0.0000684494;-0.0000579478,-0.0001137258,0.0001036117;0.0004804216,-0.0003057418,-0.0008658263;-0.0002399448,0.0002665134,0.0001674375;0.0002931775,-0.0001318212,0.0001068822;-0.0001391942,-0.0000358642,-0.0000027492;-0.0001536237,0.0001676041,0.0000256616;-0.0000376851,0.0000551602,0.0000137406;-0.0001759000,0.0000416091,0.0000043358;0.0001583735,-0.0000055494,0.0000063186;-0.0000823242,-0.0000829184,-0.0000462606;0.0000874711,0.0000026881,0.0000324341",0.4971694918,0.0019665373,0.113953554,0.6861284008,0.0232250862,-0.0475547284,0.6194575643,-0.050470559,0.7397538691,0.0013334482615804258,-8408.12827061836,"-0.0035429753,-0.0153873204,0.0036628664;0.0063647247,0.0064379333,-0.0084511937;0.0206298634,0.0091140895,-0.0078672460;-0.0031497427,-0.0015527612,-0.0024139799;-0.0047380277,-0.0052450234,0.0037171936;-0.0015773590,0.0049850519,0.0116771050;-0.0139578028,-0.0433396403,-0.0284633343;0.0039884449,0.0187477884,0.0181978697;-0.0045690121,0.0043999426,0.0097417050;0.0040263336,0.0005732474,-0.0095768279;0.0091895974,0.0110626230,-0.0039695382;0.0008214518,-0.0116891271,-0.0091115394;-0.0154625144,-0.0008897804,-0.0045929041;0.0029329966,0.0117446620,-0.0045111076;0.0152822079,-0.0345360935,-0.0046099428;-0.0162381864,0.0455744083,0.0365708744",0.5004207871703007,0.0022771027054711134,0.11590248472263029,0.6897643630088324,0.02376826155321404,-0.04489869191969737,0.6231679358723391,-0.0511123030127023,0.741156964704947,0.06064762353568321
03c-methanol_ethyne,8,16,-8408.295033000719,"0.0000495430,0.0002576041,0.0000306793;-0.0000492267,0.0000160824,-0.0000110545;-0.0000029568,-0.0010855748,-0.0000095494;0.0001310876,0.0002844720,0.0000304505;-0.0001007289,0.0001872768,-0.0000275622;-0.0001038041,0.0002931008,-0.0000935585;0.0003912602,0.0000503375,-0.0000645913;-0.0000767102,-0.0001348989,0.0001027427;-0.0002099668,0.0000624722,-0.0000926833;-0.0000415426,-0.0000266759,0.0001330868;0.0000402111,0.0001250862,-0.0000427643;-0.0000245773,-0.0000647382,0.0000080493;-0.0001368634,-0.0002095275,-0.0001830098;0.0000691435,0.0000968086,0.0000714929;0.0000881849,0.0001443451,0.0000969206;-0.0000230531,0.0000038295,0.0000513519",0.1804498946,-0.2170569109,0.0474789372,0.6217846764,-0.0644701736,0.0209998605,0.701787497,-0.0739686778,0.7403078023,0.0010856208270393674,-8408.254184395606,"0.0211010865,0.0062307276,0.0004262407;-0.0044745903,0.0093145282,0.0033701101;0.0144665093,-0.0038602631,-0.0280299606;-0.0093508890,-0.0110057530,0.0055411208;-0.0000068049,-0.0066975142,-0.0091798356;0.0013261999,-0.0006689652,0.0079007669;-0.0052751271,-0.0265864106,0.0039272553;0.0144251441,-0.0101842961,-0.0230335102;-0.0137758080,0.0330228523,-0.0010468805;0.0041031133,-0.0026223376,0.0035961782;0.0079135670,-0.0020343947,-0.0007143577;0.0041535630,0.0036942558,-0.0089413430;-0.0274861232,0.0201650686,-0.0073155436;-0.0039392836,0.0099580295,-0.0244283843;0.0235921671,0.0078600153,0.0204953359;-0.0267727240,-0.0265855428,0.0574328076",0.17347698117970275,-0.21316383348331455,0.05087096159701049,0.6205795914511687,-0.06460374269530186,0.022554279809113925,0.7034543347578536,-0.07272686937988111,0.7365949480095517,0.06871751760226458
04a-acetonitrile,9,18,-10845.403180951143,"0.0003770279,0.0015102047,-0.0000294362;-0.0007469705,-0.0014131828,0.0007736088;-0.0004010970,-0.0003027832,-0.0005252003;0.0002925273,-0.0004460634,0.0002231922;-0.0006668049,-0.0004194282,0.0001521882;0.0006206448,0.0001705515,-0.0000742756;0.0022929830,-0.0012121404,0.0035908558;0.0004588852,0.0001861998,0.0010266715;-0.0010429626,0.0001079245,-0.0013481242;-0.0016044777,0.0028072078,-0.0021173672;-0.0006987734,-0.0006509195,-0.0004845867;-0.0000185605,0.0003872613,-0.0009220441;-0.0009775495,0.0014654479,0.0028713300;0.0005682188,-0.0004375733,-0.0017646462;0.0004848793,-0.0014894159,0.0014414339;0.0002432952,0.0000714930,-0.0001165880;0.0006459339,0.0002062328,-0.0024982769;0.0001728013,-0.0005410157,-0.0001987344",0.730893248,-0.0918897446,0.377287367,0.8948842507,-0.0647036156,0.1101451693,0.8039270955,-0.0522952644,0.9583461683,0.0044295937470601975,-10845.392465896857,"0.0239646339,0.0387892429,0.0069028655;0.0417748936,-0.1074023253,0.1051791987;-0.0241922304,0.0380320708,-0.0572443735;-0.0119079375,0.0056661873,0.0192586891;0.0009049506,0.0026654851,-0.0155079706;0.0069963545,0.0075542108,-0.0020260843;0.0393237337,-0.0272041546,-0.0178396302;-0.0389462706,0.0266873473,-0.0377879077;0.0028365343,0.0060336262,0.0315924102;0.0021322355,0.0032038985,-0.0081022223;0.0136827903,-0.0063357814,-0.0053392593;0.0115710320,0.0092390816,0.0052179900;0.0022045701,-0.0305390002,-0.0112135905;-0.0738126062,0.1014036660,-0.0392210501;0.0240667872,-0.0539475700,0.0300048543;-0.0118493994,-0.0052480633,-0.0049678236;0.0079738526,-0.0130832974,0.0022059021;-0.0167239241,0.0044853758,-0.0011119978",0.7244214776296939,-0.09506278414689659,0.37469313856352904,0.9022272244617484,-0.06252092363193683,0.11032537755720079,0.8127133055875008,-0.05097899604923244,0.9587417014780656,0.15602264276047184
