frequency_cm1,intensity
1.9536903941941441,0.0
0.6613187208189617,0.0
0.4625495441421897,0.0
2.668473527908538e-05,0.0
8.988835386814824e-06,0.0
2.318750243975416e-05,0.0
27.77184340821104,0.0014186645436052147
40.44844743010123,0.00019959823349087095
78.46385176264984,0.0010403928460885898
90.32800467993516,0.0002445934838679588
93.7031134536866,0.0010467801317548726
114.92229934513642,0.0017036527088130633
137.41962446070377,0.000844557476326223
161.66840793163456,0.0022413913142322406
166.1140191524015,0.00027446560908684
188.0507873604684,0.0005626288110958618
196.88123228041505,0.0006599081861992181
209.35137735469326,0.00039173204883531426
237.11059112044998,0.0023243016245081964
251.3997835626936,0.0004217970142246608
270.793647835104,0.0021620315476612007
284.06225684997526,0.00033106650111608643
312.4256106823961,0.0020937397624091426
342.517590372212,0.0031708838139818214
375.1384720565512,0.001149342445524471
379.1511194025236,0.0012838320389793262
428.87760257062484,0.00278534549123051
453.84982732337556,0.002023584200727937
473.9451253156048,0.0027754602171722177
543.8345411716617,0.0027497382054412277
601.888934943039,0.008179516168522586
661.5470045241118,0.003606780206192703
701.7365198358755,0.016874552973752847
747.6099165786013,0.0058896994857793655
830.3981696410531,0.007859851633122783
833.4079516953966,0.007096692131623932
849.6347314012643,0.006831006200778808
878.2911514293908,0.008621276089270463
898.0445958289522,0.0036266775635152154
964.681236704477,0.0018190974392350103
973.4653779145226,0.0066887753226880856
977.3454517698352,0.007628277145405346
987.5638231251862,0.004279735255542619
1004.4095571569682,0.0015428341917960065
1007.6555715454159,0.007735102331763064
1038.8806530359766,0.001069201020623334
1062.7844940850812,0.008786892586641748
1085.4535856384011,0.015506015140150774
1099.5164659392203,0.0291880349829461
1108.0535080205386,0.00031074751187683985
1117.336060753826,0.013396063400995827
1144.5266214648855,0.10224141989169307
1149.4957363452709,0.020404962483774557
1171.480990590325,0.03670678788973464
1174.6201743738895,0.028733153940710875
1210.7057512975769,0.21897640216600597
1231.313301520709,0.011935040881878385
1266.9390456851997,0.09372386982295539
1314.7242196515408,0.0019091974715274428
1330.8048229781125,0.03560489673145396
1355.338235043954,0.030057600249623218
1373.9118912668087,0.057539925388621106
1398.4046052305669,0.004207764168498931
1413.1604298239893,0.011114615818543174
1414.3547321845301,0.01651626027927552
1419.1289466370586,0.0007543512901762216
1420.4846853295085,0.0012047694438281388
1424.9368746020111,0.031397580384305554
1474.4810157978477,0.0010910070099971964
1479.5674415658407,0.015819803521986333
1479.680306009027,0.005661387739376629
1483.304373493799,0.008839293697691555
1483.7254032361275,0.007277172892407389
1489.508586033817,0.004091563268419154
1493.8518244575416,0.02255899434409795
1495.749696471567,0.015340594270448071
1496.6771441614815,0.004939087211599384
1505.4184034344123,0.010429447263013654
1513.9401915204455,0.010411878777143242
1520.7567741016492,0.0016871822309858803
1770.7107550282094,0.01482541279925782
1814.6699156128245,0.47031025543318283
3042.715925491537,0.01565958496211148
3046.623385274661,0.1722371152558298
3049.445477659483,0.02757565658515502
3052.132456152487,0.03564149619116101
3053.714691293832,0.016357083032726608
3071.121342553413,0.03370518479085527
3090.1981452790924,0.007732477185233225
3093.4698791992078,0.03914855253058371
3103.801356545396,0.011300217012489762
3105.2619803022976,0.03360229541756066
3106.8774599735466,0.04754209586141395
3136.2868612818675,0.0147696920043432
3141.7096673776937,0.024289671447342173
3143.1046959881764,0.035523160848565834
3151.170318013608,0.008755659001543193
3151.266129499442,0.031794685342108955
3153.653570120075,0.020696861781411443
3159.3019849956004,0.030593822838408388
3179.0484329702413,0.016982113972554044
3200.2153524424166,0.03947993533665581
